PWVmidTim        PW
20190309/1445   -9.9
20190309/1515   -9.9
20190309/1545   -9.9
20190309/1615   -9.9
20190309/1645   -9.9
20190309/1715   -9.9
20190309/1745   -9.9
20190309/1815   -9.9
20190309/1845   -9.9
20190309/1915   -9.9
20190309/1945   -9.9
20190309/2015   -9.9
20190309/2045   -9.9
20190309/2115   -9.9
20190309/2145   -9.9
20190309/2215   -9.9
20190309/2245   -9.9
20190309/2315   -9.9
20190309/2345   -9.9
20190310/0015   -9.9
20190310/0045   -9.9
20190310/0115   -9.9
20190310/0145   -9.9
20190310/0215   -9.9
20190310/0245   -9.9
20190310/0315   -9.9
20190310/0345   -9.9
20190310/0415   -9.9
20190310/0445   -9.9
20190310/0515   -9.9
20190310/0545   -9.9
20190310/0615   -9.9
20190310/0645   -9.9
20190310/0715   -9.9
20190310/0745   -9.9
20190310/0815   -9.9
20190310/0845   -9.9
20190310/0915   -9.9
20190310/0945   -9.9
20190310/1015   -9.9
20190310/1045   -9.9
20190310/1115   -9.9
20190310/1145   -9.9
20190310/1215   -9.9
20190310/1245   -9.9
20190310/1315   -9.9
20190310/1345   -9.9
20190310/1415   -9.9
20190310/1445   -9.9
20190310/1515   -9.9
20190310/1545   -9.9
20190310/1615   -9.9
20190310/1645   -9.9
20190310/1715   -9.9
20190310/1745   -9.9
20190310/1815   -9.9
20190310/1845   -9.9
20190310/1915   -9.9
20190310/1945   -9.9
20190310/2015   -9.9
20190310/2045   -9.9
20190310/2115   -9.9
20190310/2145   -9.9
20190310/2215   -9.9
20190310/2245   -9.9
20190310/2315   -9.9
20190310/2345   -9.9
20190311/0015   -9.9
20190311/0045   -9.9
20190311/0115   -9.9
20190311/0145   -9.9
20190311/0215   -9.9
20190311/0245   -9.9
20190311/0315   -9.9
20190311/0345   -9.9
20190311/0415   -9.9
20190311/0445   -9.9
20190311/0515   -9.9
20190311/0545   -9.9
20190311/0615   -9.9
20190311/0645   -9.9
20190311/0715   -9.9
20190311/0745   -9.9
20190311/0815   -9.9
20190311/0845   -9.9
20190311/0915   -9.9
20190311/0945   -9.9
20190311/1015   -9.9
20190311/1045   -9.9
20190311/1115   -9.9
20190311/1145   -9.9
20190311/1215   -9.9
20190311/1245   -9.9
20190311/1315   -9.9
20190311/1345   -9.9
20190311/1415   -9.9
20190311/1445   -9.9
20190311/1515   -9.9
20190311/1545   -9.9
20190311/1615   -9.9
20190311/1645   -9.9
20190311/1715   -9.9
20190311/1745   -9.9
20190311/1815   -9.9
20190311/1845   -9.9
20190311/1915   -9.9
20190311/1945   -9.9
20190311/2015   -9.9
20190311/2045   -9.9
20190311/2115   -9.9
20190311/2145   -9.9
20190311/2215   -9.9
20190311/2245   -9.9
20190311/2315   -9.9
20190311/2345   -9.9
20190312/0015   -9.9
20190312/0045   -9.9
20190312/0115   -9.9
20190312/0145   -9.9
20190312/0215   -9.9
20190312/0245   -9.9
20190312/0315   -9.9
20190312/0345   -9.9
20190312/0415   -9.9
20190312/0445   -9.9
20190312/0515   -9.9
20190312/0545   -9.9
20190312/0615   -9.9
20190312/0645   -9.9
20190312/0715   -9.9
20190312/0745   -9.9
20190312/0815   -9.9
20190312/0845   -9.9
20190312/0915   -9.9
20190312/0945   -9.9
20190312/1015   -9.9
20190312/1045   -9.9
20190312/1115   -9.9
20190312/1145   -9.9
20190312/1215   -9.9
20190312/1245   -9.9
20190312/1315   -9.9
20190312/1345   -9.9
20190312/1415   -9.9
20190312/1445   -9.9
20190312/1515   -9.9
20190312/1545   -9.9
20190312/1615   -9.9
20190312/1645   -9.9
20190312/1715   -9.9
20190312/1745   -9.9
20190312/1815   -9.9
20190312/1845   -9.9
20190312/1915   -9.9
20190312/1945   -9.9
20190312/2015   -9.9
20190312/2045   -9.9
20190312/2115   -9.9
20190312/2145   -9.9
20190312/2215   -9.9
20190312/2245   -9.9
20190312/2315   -9.9
20190312/2345   -9.9
20190313/0015   -9.9
20190313/0045   -9.9
20190313/0115   -9.9
20190313/0145   -9.9
20190313/0215   -9.9
20190313/0245   -9.9
20190313/0315   -9.9
20190313/0345   -9.9
20190313/0415   -9.9
20190313/0445   -9.9
20190313/0515   -9.9
20190313/0545   -9.9
20190313/0615   -9.9
20190313/0645   -9.9
20190313/0715   -9.9
20190313/0745   -9.9
20190313/0815   -9.9
20190313/0845   -9.9
20190313/0915   -9.9
20190313/0945   -9.9
20190313/1015   -9.9
20190313/1045   -9.9
20190313/1115   -9.9
20190313/1145   -9.9
20190313/1215   -9.9
20190313/1245   -9.9
20190313/1315   -9.9
20190313/1345   -9.9
20190313/1415   -9.9
20190313/1445   -9.9
20190313/1515   -9.9
20190313/1545   -9.9
20190313/1615   -9.9
20190313/1645   -9.9
20190313/1715   -9.9
20190313/1745   -9.9
20190313/1815   -9.9
20190313/1845   -9.9
20190313/1915   -9.9
20190313/1945   -9.9
20190313/2015   -9.9
20190313/2045   -9.9
20190313/2115   -9.9
20190313/2145   -9.9
20190313/2215   -9.9
20190313/2245   -9.9
20190313/2315   -9.9
20190313/2345   -9.9
20190314/0015   -9.9
20190314/0045   -9.9
20190314/0115   -9.9
20190314/0145   -9.9
20190314/0215   -9.9
20190314/0245   -9.9
20190314/0315   -9.9
20190314/0345   -9.9
20190314/0415   -9.9
20190314/0445   -9.9
20190314/0515   -9.9
20190314/0545   -9.9
20190314/0615   -9.9
20190314/0645   -9.9
20190314/0715   -9.9
20190314/0745   -9.9
20190314/0815   -9.9
20190314/0845   -9.9
20190314/0915   -9.9
20190314/0945   -9.9
20190314/1015   -9.9
20190314/1045   -9.9
20190314/1115   -9.9
20190314/1145   -9.9
20190314/1215   -9.9
20190314/1245   -9.9
20190314/1315   -9.9
20190314/1345   -9.9
20190314/1415   -9.9
20190314/1445   -9.9
20190314/1515   -9.9
20190314/1545   -9.9
20190314/1615   -9.9
20190314/1645   -9.9
20190314/1715   -9.9
20190314/1745   -9.9
20190314/1815   -9.9
20190314/1845   -9.9
20190314/1915   -9.9
20190314/1945   -9.9
20190314/2015   -9.9
20190314/2045   -9.9
20190314/2115   -9.9
20190314/2145   -9.9
20190314/2215   -9.9
20190314/2245   -9.9
20190314/2315   -9.9
20190314/2345   -9.9
20190315/0015   -9.9
20190315/0045   -9.9
20190315/0115   -9.9
20190315/0145   -9.9
20190315/0215   -9.9
20190315/0245   -9.9
20190315/0315   -9.9
20190315/0345   -9.9
20190315/0415   -9.9
20190315/0445   -9.9
20190315/0515   -9.9
20190315/0545   -9.9
20190315/0615   -9.9
20190315/0645   -9.9
20190315/0715   -9.9
20190315/0745   -9.9
20190315/0815   -9.9
20190315/0845   -9.9
20190315/0915   -9.9
20190315/0945   -9.9
20190315/1015   -9.9
20190315/1045   -9.9
20190315/1115   -9.9
20190315/1145   -9.9
20190315/1215   -9.9
20190315/1245   -9.9
20190315/1315   -9.9
20190315/1345   -9.9
20190315/1415   -9.9
20190315/1445   -9.9
20190315/1515   -9.9
20190315/1545   -9.9
20190315/1615   -9.9
20190315/1645   -9.9
20190315/1715   -9.9
20190315/1745   -9.9
20190315/1815   -9.9
20190315/1845   -9.9
20190315/1915   -9.9
20190315/1945   -9.9
20190315/2015   -9.9
20190315/2045   -9.9
20190315/2115   -9.9
20190315/2145   -9.9
20190315/2215   -9.9
20190315/2245   -9.9
20190315/2315   -9.9
20190315/2345   -9.9
20190316/0015   -9.9
20190316/0045   -9.9
20190316/0115   -9.9
20190316/0145   -9.9
20190316/0215   -9.9
20190316/0245   -9.9
20190316/0315   -9.9
20190316/0345   -9.9
20190316/0415   -9.9
20190316/0445   -9.9
20190316/0515   -9.9
20190316/0545   -9.9
20190316/0615   -9.9
20190316/0645   -9.9
20190316/0715   -9.9
20190316/0745   -9.9
20190316/0815   -9.9
20190316/0845   -9.9
20190316/0915   -9.9
20190316/0945   -9.9
20190316/1015   -9.9
20190316/1045   -9.9
20190316/1115   -9.9
20190316/1145   -9.9
20190316/1215   -9.9
20190316/1245   -9.9
20190316/1315   -9.9
20190316/1345   -9.9
20190316/1415   -9.9
20190316/1445   -9.9
20190316/1515   -9.9
20190316/1545   -9.9
20190316/1615   -9.9
20190316/1645   -9.9
20190316/1715   -9.9
20190316/1745   -9.9
20190316/1815   -9.9
20190316/1845   -9.9
20190316/1915   -9.9
20190316/1945   -9.9
20190316/2015   -9.9
20190316/2045   -9.9
20190316/2115   -9.9
20190316/2145   -9.9
20190316/2215   -9.9
20190316/2245   -9.9
20190316/2315   -9.9
20190316/2345   -9.9
20190317/0015   -9.9
20190317/0045   -9.9
20190317/0115   -9.9
20190317/0145   -9.9
20190317/0215   -9.9
20190317/0245   -9.9
20190317/0315   -9.9
20190317/0345   -9.9
20190317/0415   -9.9
20190317/0445   -9.9
20190317/0515   -9.9
20190317/0545   -9.9
20190317/0615   -9.9
20190317/0645   -9.9
20190317/0715   -9.9
20190317/0745   -9.9
20190317/0815   -9.9
20190317/0845   -9.9
20190317/0915   -9.9
20190317/0945   -9.9
20190317/1015   -9.9
20190317/1045   -9.9
20190317/1115   -9.9
20190317/1145   -9.9
20190317/1215   -9.9
20190317/1245   -9.9
20190317/1315   -9.9
20190317/1345   -9.9
20190317/1415   -9.9
20190317/1445   -9.9
20190317/1515   -9.9
20190317/1545   -9.9
20190317/1615   -9.9
20190317/1645   -9.9
20190317/1715   -9.9
20190317/1745   -9.9
20190317/1815   -9.9
20190317/1845   -9.9
20190317/1915   -9.9
20190317/1945   -9.9
20190317/2015   -9.9
20190317/2045   -9.9
20190317/2115   -9.9
20190317/2145   -9.9
20190317/2215   -9.9
20190317/2245   -9.9
20190317/2315   -9.9
20190317/2345   -9.9
20190318/0015   -9.9
20190318/0045   -9.9
20190318/0115   -9.9
20190318/0145   -9.9
20190318/0215   -9.9
20190318/0245   -9.9
20190318/0315   -9.9
20190318/0345   -9.9
20190318/0415   -9.9
20190318/0445   -9.9
20190318/0515   -9.9
20190318/0545   -9.9
20190318/0615   -9.9
20190318/0645   -9.9
20190318/0715   -9.9
20190318/0745   -9.9
20190318/0815   -9.9
20190318/0845   -9.9
20190318/0915   -9.9
20190318/0945   -9.9
20190318/1015   -9.9
20190318/1045   -9.9
20190318/1115   -9.9
20190318/1145   -9.9
20190318/1215   -9.9
20190318/1245   -9.9
20190318/1315   -9.9
20190318/1345   -9.9
20190318/1415   -9.9
20190318/1445   -9.9
20190318/1515   -9.9
20190318/1545   -9.9
20190318/1615   -9.9
20190318/1645   -9.9
20190318/1715   -9.9
20190318/1745   -9.9
20190318/1815   -9.9
20190318/1845   -9.9
20190318/1915   -9.9
20190318/1945   -9.9
20190318/2015   -9.9
20190318/2045   -9.9
20190318/2115   -9.9
20190318/2145   -9.9
20190318/2215   -9.9
20190318/2245   -9.9
20190318/2315   -9.9
20190318/2345   -9.9
20190319/0015   -9.9
20190319/0045   -9.9
20190319/0115   -9.9
20190319/0145   -9.9
20190319/0215   -9.9
20190319/0245   -9.9
20190319/0315   -9.9
20190319/0345   -9.9
20190319/0415   -9.9
20190319/0445   -9.9
20190319/0515   -9.9
20190319/0545   -9.9
20190319/0615   -9.9
20190319/0645   -9.9
20190319/0715   -9.9
20190319/0745   -9.9
20190319/0815   -9.9
20190319/0845   -9.9
20190319/0915   -9.9
20190319/0945   -9.9
20190319/1015   -9.9
20190319/1045   -9.9
20190319/1115   -9.9
20190319/1145   -9.9
20190319/1215   -9.9
20190319/1245   -9.9
20190319/1315   -9.9
20190319/1345   -9.9
20190319/1415   -9.9
20190319/1445   -9.9
20190319/1515   -9.9
20190319/1545   -9.9
20190319/1615   -9.9
20190319/1645   -9.9
20190319/1715   -9.9
20190319/1745   -9.9
20190319/1815   -9.9
20190319/1845   -9.9
20190319/1915   -9.9
20190319/1945   -9.9
20190319/2015   -9.9
20190319/2045   -9.9
20190319/2115   -9.9
20190319/2145   -9.9
20190319/2215   -9.9
20190319/2245   -9.9
20190319/2315   -9.9
20190319/2345   -9.9
20190320/0015   -9.9
20190320/0045   -9.9
20190320/0115   -9.9
20190320/0145   -9.9
20190320/0215   -9.9
20190320/0245   -9.9
20190320/0315   -9.9
20190320/0345   -9.9
20190320/0415   -9.9
20190320/0445   -9.9
20190320/0515   -9.9
20190320/0545   -9.9
20190320/0615   -9.9
20190320/0645   -9.9
20190320/0715   -9.9
20190320/0745   -9.9
20190320/0815   -9.9
20190320/0845   -9.9
20190320/0915   -9.9
20190320/0945   -9.9
20190320/1015   -9.9
20190320/1045   -9.9
20190320/1115   -9.9
20190320/1145   -9.9
20190320/1215   -9.9
20190320/1245   -9.9
20190320/1315   -9.9
20190320/1345   -9.9
20190320/1415   -9.9
20190320/1445   -9.9
20190320/1515   -9.9
20190320/1545   -9.9
20190320/1615   -9.9
20190320/1645   -9.9
20190320/1715   -9.9
20190320/1745   -9.9
20190320/1815   -9.9
20190320/1845   -9.9
20190320/1915   -9.9
20190320/1945   -9.9
20190320/2015   -9.9
20190320/2045   -9.9
20190320/2115   -9.9
20190320/2145   -9.9
20190320/2215   -9.9
20190320/2245   -9.9
20190320/2315   -9.9
20190320/2345   -9.9
20190321/0015   -9.9
20190321/0045   -9.9
20190321/0115   -9.9
20190321/0145   -9.9
20190321/0215   -9.9
20190321/0245   -9.9
20190321/0315   -9.9
20190321/0345   -9.9
20190321/0415   -9.9
20190321/0445   -9.9
20190321/0515   -9.9
20190321/0545   -9.9
20190321/0615   -9.9
20190321/0645   -9.9
20190321/0715   -9.9
20190321/0745   -9.9
20190321/0815   -9.9
20190321/0845   -9.9
20190321/0915   -9.9
20190321/0945   -9.9
20190321/1015   -9.9
20190321/1045   -9.9
20190321/1115   -9.9
20190321/1145   -9.9
20190321/1215   -9.9
20190321/1245   -9.9
20190321/1315   -9.9
20190321/1345   -9.9
20190321/1415   -9.9
20190321/1445   -9.9
20190321/1515   -9.9
20190321/1545   -9.9
20190321/1615   -9.9
20190321/1645   -9.9
20190321/1715   -9.9
20190321/1745   -9.9
20190321/1815   -9.9
20190321/1845   -9.9
20190321/1915   -9.9
20190321/1945   -9.9
20190321/2015   -9.9
20190321/2045   -9.9
20190321/2115   -9.9
20190321/2145   -9.9
20190321/2215   -9.9
20190321/2245   -9.9
20190321/2315   -9.9
20190321/2345   -9.9
20190322/0015   -9.9
20190322/0045   -9.9
20190322/0115   -9.9
20190322/0145   -9.9
20190322/0215   -9.9
20190322/0245   -9.9
20190322/0315   -9.9
20190322/0345   -9.9
20190322/0415   -9.9
20190322/0445   -9.9
20190322/0515   -9.9
20190322/0545   -9.9
20190322/0615   -9.9
20190322/0645   -9.9
20190322/0715   -9.9
20190322/0745   -9.9
20190322/0815   -9.9
20190322/0845   -9.9
20190322/0915   -9.9
20190322/0945   -9.9
20190322/1015   -9.9
20190322/1045   -9.9
20190322/1115   -9.9
20190322/1145   -9.9
20190322/1215   -9.9
20190322/1245   -9.9
20190322/1315   -9.9
20190322/1345   -9.9
20190322/1415   -9.9
20190322/1445   -9.9
20190322/1515   -9.9
20190322/1545   -9.9
20190322/1615   -9.9
20190322/1645   -9.9
20190322/1715   -9.9
20190322/1745   -9.9
20190322/1815   -9.9
20190322/1845   -9.9
20190322/1915   -9.9
20190322/1945   -9.9
20190322/2015   -9.9
20190322/2045   -9.9
20190322/2115   -9.9
20190322/2145   -9.9
20190322/2215   -9.9
20190322/2245   -9.9
20190322/2315   -9.9
20190322/2345   -9.9
20190323/0015   -9.9
20190323/0045   -9.9
20190323/0115   -9.9
20190323/0145   -9.9
20190323/0215   -9.9
20190323/0245   -9.9
20190323/0315   -9.9
20190323/0345   -9.9
20190323/0415   -9.9
20190323/0445   -9.9
20190323/0515   -9.9
20190323/0545   -9.9
20190323/0615   -9.9
20190323/0645   -9.9
20190323/0715   -9.9
20190323/0745   -9.9
20190323/0815   -9.9
20190323/0845   -9.9
20190323/0915   -9.9
20190323/0945   -9.9
20190323/1015   -9.9
20190323/1045   -9.9
20190323/1115   -9.9
20190323/1145   -9.9
20190323/1215   -9.9
20190323/1245   -9.9
20190323/1315   -9.9
20190323/1345   -9.9
20190323/1415   -9.9
20190323/1445   -9.9
20190323/1515   -9.9
20190323/1545   -9.9
20190323/1615   -9.9
20190323/1645   -9.9
20190323/1715   -9.9
20190323/1745   -9.9
20190323/1815   -9.9
20190323/1845   -9.9
20190323/1915   -9.9
20190323/1945   -9.9
20190323/2015   -9.9
20190323/2045   -9.9
20190323/2115   -9.9
20190323/2145   -9.9
20190323/2215   -9.9
20190323/2245   -9.9
20190323/2315   -9.9
20190323/2345   -9.9
20190324/0015   -9.9
20190324/0045   -9.9
20190324/0115   -9.9
20190324/0145   -9.9
20190324/0215   -9.9
20190324/0245   -9.9
20190324/0315   -9.9
20190324/0345   -9.9
20190324/0415   -9.9
20190324/0445   -9.9
20190324/0515   -9.9
20190324/0545   -9.9
20190324/0615   -9.9
20190324/0645   -9.9
20190324/0715   -9.9
20190324/0745   -9.9
20190324/0815   -9.9
20190324/0845   -9.9
20190324/0915   -9.9
20190324/0945   -9.9
20190324/1015   -9.9
20190324/1045   -9.9
20190324/1115   -9.9
20190324/1145   -9.9
20190324/1215   -9.9
20190324/1245   -9.9
20190324/1315   -9.9
20190324/1345   -9.9
20190324/1415   -9.9
20190324/1445   -9.9
20190324/1515   -9.9
20190324/1545   -9.9
20190324/1615   -9.9
20190324/1645   -9.9
20190324/1715   -9.9
20190324/1745   -9.9
20190324/1815   -9.9
20190324/1845   -9.9
20190324/1915   -9.9
20190324/1945   -9.9
20190324/2015   -9.9
20190324/2045   -9.9
20190324/2115   -9.9
20190324/2145   -9.9
20190324/2215   -9.9
20190324/2245   -9.9
20190324/2315   -9.9
20190324/2345   -9.9
20190325/0015   -9.9
20190325/0045   -9.9
20190325/0115   -9.9
20190325/0145   -9.9
20190325/0215   -9.9
20190325/0245   -9.9
20190325/0315   -9.9
20190325/0345   -9.9
20190325/0415   -9.9
20190325/0445   -9.9
20190325/0515   -9.9
20190325/0545   -9.9
20190325/0615   -9.9
20190325/0645   -9.9
20190325/0715   -9.9
20190325/0745   -9.9
20190325/0815   -9.9
20190325/0845   -9.9
20190325/0915   -9.9
20190325/0945   -9.9
20190325/1015   -9.9
20190325/1045   -9.9
20190325/1115   -9.9
20190325/1145   -9.9
20190325/1215   -9.9
20190325/1245   -9.9
20190325/1315   -9.9
20190325/1345   -9.9
20190325/1415   -9.9
20190325/1445   -9.9
20190325/1515   -9.9
20190325/1545   -9.9
20190325/1615   -9.9
20190325/1645   -9.9
20190325/1715   -9.9
20190325/1745   -9.9
20190325/1815   -9.9
20190325/1845   -9.9
20190325/1915   -9.9
20190325/1945   -9.9
20190325/2015   -9.9
20190325/2045   -9.9
20190325/2115   -9.9
20190325/2145   -9.9
20190325/2215   -9.9
20190325/2245   -9.9
20190325/2315   -9.9
20190325/2345   -9.9
20190326/0015   -9.9
20190326/0045   -9.9
20190326/0115   -9.9
20190326/0145   -9.9
20190326/0215   -9.9
20190326/0245   -9.9
20190326/0315   -9.9
20190326/0345   -9.9
20190326/0415   -9.9
20190326/0445   -9.9
20190326/0515   -9.9
20190326/0545   -9.9
20190326/0615   -9.9
20190326/0645   -9.9
20190326/0715   -9.9
20190326/0745   -9.9
20190326/0815   -9.9
20190326/0845   -9.9
20190326/0915   -9.9
20190326/0945   -9.9
20190326/1015   -9.9
20190326/1045   -9.9
20190326/1115   -9.9
20190326/1145   -9.9
20190326/1215   -9.9
20190326/1245   -9.9
20190326/1315   -9.9
20190326/1345   -9.9
20190326/1415   -9.9
20190326/1445   -9.9
20190326/1515   -9.9
20190326/1545   -9.9
20190326/1615   -9.9
20190326/1645   -9.9
20190326/1715   -9.9
20190326/1745   -9.9
20190326/1815   -9.9
20190326/1845   -9.9
20190326/1915   -9.9
20190326/1945   -9.9
20190326/2015   -9.9
20190326/2045   -9.9
20190326/2115   -9.9
20190326/2145   -9.9
20190326/2215   -9.9
20190326/2245   -9.9
20190326/2315   -9.9
20190326/2345   -9.9
20190327/0015   -9.9
20190327/0045   -9.9
20190327/0115   -9.9
20190327/0145   -9.9
20190327/0215   -9.9
20190327/0245   -9.9
20190327/0315   -9.9
20190327/0345   -9.9
20190327/0415   -9.9
20190327/0445   -9.9
20190327/0515   -9.9
20190327/0545   -9.9
20190327/0615   -9.9
20190327/0645   -9.9
20190327/0715   -9.9
20190327/0745   -9.9
20190327/0815   -9.9
20190327/0845   -9.9
20190327/0915   -9.9
20190327/0945   -9.9
20190327/1015   -9.9
20190327/1045   -9.9
20190327/1115   -9.9
20190327/1145   -9.9
20190327/1215   -9.9
20190327/1245   -9.9
20190327/1315   -9.9
20190327/1345   -9.9
20190327/1415   -9.9
20190327/1445   -9.9
20190327/1515   -9.9
20190327/1545   -9.9
20190327/1615   -9.9
20190327/1645   -9.9
20190327/1715   -9.9
20190327/1745   -9.9
20190327/1815   -9.9
20190327/1845   -9.9
20190327/1915   -9.9
20190327/1945   -9.9
20190327/2015   -9.9
20190327/2045   -9.9
20190327/2115   -9.9
20190327/2145   -9.9
20190327/2215   -9.9
20190327/2245   -9.9
20190327/2315   -9.9
20190327/2345   -9.9
20190328/0015   -9.9
20190328/0045   -9.9
20190328/0115   -9.9
20190328/0145   -9.9
20190328/0215   -9.9
20190328/0245   -9.9
20190328/0315   -9.9
20190328/0345   -9.9
20190328/0415   -9.9
20190328/0445   -9.9
20190328/0515   -9.9
20190328/0545   -9.9
20190328/0615   -9.9
20190328/0645   -9.9
20190328/0715   -9.9
20190328/0745   -9.9
20190328/0815   -9.9
20190328/0845   -9.9
20190328/0915   -9.9
20190328/0945   -9.9
20190328/1015   -9.9
20190328/1045   -9.9
20190328/1115   -9.9
20190328/1145   -9.9
20190328/1215   -9.9
20190328/1245   -9.9
20190328/1315   -9.9
20190328/1345   -9.9
20190328/1415   -9.9
20190328/1445   -9.9
20190328/1515   -9.9
20190328/1545   -9.9
20190328/1615   -9.9
20190328/1645   -9.9
20190328/1715   -9.9
20190328/1745   -9.9
20190328/1815   -9.9
20190328/1845   -9.9
20190328/1915   -9.9
20190328/1945   -9.9
20190328/2015   -9.9
20190328/2045   -9.9
20190328/2115   -9.9
20190328/2145   -9.9
20190328/2215   -9.9
20190328/2245   -9.9
20190328/2315   -9.9
20190328/2345   -9.9
20190329/0015   -9.9
20190329/0045   -9.9
20190329/0115   -9.9
20190329/0145   -9.9
20190329/0215   -9.9
20190329/0245   -9.9
20190329/0315   -9.9
20190329/0345   -9.9
20190329/0415   -9.9
20190329/0445   -9.9
20190329/0515   -9.9
20190329/0545   -9.9
20190329/0615   -9.9
20190329/0645   -9.9
20190329/0715   -9.9
20190329/0745   -9.9
20190329/0815   -9.9
20190329/0845   -9.9
20190329/0915   -9.9
20190329/0945   -9.9
20190329/1015   -9.9
20190329/1045   -9.9
20190329/1115   -9.9
20190329/1145   -9.9
20190329/1215   -9.9
20190329/1245   -9.9
20190329/1315   -9.9
20190329/1345   -9.9
20190329/1415   -9.9
20190329/1445   -9.9
20190329/1515   -9.9
20190329/1545   -9.9
20190329/1615   -9.9
20190329/1645   -9.9
20190329/1715   -9.9
20190329/1745   -9.9
20190329/1815   -9.9
20190329/1845   -9.9
20190329/1915   -9.9
20190329/1945   -9.9
20190329/2015   -9.9
20190329/2045   -9.9
20190329/2115   -9.9
20190329/2145   -9.9
20190329/2215   -9.9
20190329/2245   -9.9
20190329/2315   -9.9
20190329/2345   -9.9
20190330/0015   -9.9
20190330/0045   -9.9
20190330/0115   -9.9
20190330/0145   -9.9
20190330/0215   -9.9
20190330/0245   -9.9
20190330/0315   -9.9
20190330/0345   -9.9
20190330/0415   -9.9
20190330/0445   -9.9
20190330/0515   -9.9
20190330/0545   -9.9
20190330/0615   -9.9
20190330/0645   -9.9
20190330/0715   -9.9
20190330/0745   -9.9
20190330/0815   -9.9
20190330/0845   -9.9
20190330/0915   -9.9
20190330/0945   -9.9
20190330/1015   -9.9
20190330/1045   -9.9
20190330/1115   -9.9
20190330/1145   -9.9
20190330/1215   -9.9
20190330/1245   -9.9
20190330/1315   -9.9
20190330/1345   -9.9
20190330/1415   -9.9
20190330/1445   -9.9
20190330/1515   -9.9
20190330/1545   -9.9
20190330/1615   -9.9
20190330/1645   -9.9
20190330/1715   -9.9
20190330/1745   -9.9
20190330/1815   -9.9
20190330/1845   -9.9
20190330/1915   -9.9
20190330/1945   -9.9
20190330/2015   -9.9
20190330/2045   -9.9
20190330/2115   -9.9
20190330/2145   -9.9
20190330/2215   -9.9
20190330/2245   -9.9
20190330/2315   -9.9
20190330/2345   -9.9
20190331/0015   -9.9
20190331/0045   -9.9
20190331/0115   -9.9
20190331/0145   -9.9
20190331/0215   -9.9
20190331/0245   -9.9
20190331/0315   -9.9
20190331/0345   -9.9
20190331/0415   -9.9
20190331/0445   -9.9
20190331/0515   -9.9
20190331/0545   -9.9
20190331/0615   -9.9
20190331/0645   -9.9
20190331/0715   -9.9
20190331/0745   -9.9
20190331/0815   -9.9
20190331/0845   -9.9
20190331/0915   -9.9
20190331/0945   -9.9
20190331/1015   -9.9
20190331/1045   -9.9
20190331/1115   -9.9
20190331/1145   -9.9
20190331/1215   -9.9
20190331/1245   -9.9
20190331/1315   -9.9
20190331/1345   -9.9
20190331/1415   -9.9
20190331/1445   -9.9
20190331/1515   -9.9
20190331/1545   -9.9
20190331/1615   -9.9
20190331/1645   -9.9
20190331/1715   -9.9
20190331/1745   -9.9
20190331/1815   -9.9
20190331/1845   -9.9
20190331/1915   -9.9
20190331/1945   -9.9
20190331/2015   -9.9
20190331/2045   -9.9
20190331/2115   -9.9
20190331/2145   -9.9
20190331/2215   -9.9
20190331/2245   -9.9
20190331/2315   -9.9
20190331/2345   -9.9
20190401/0015   -9.9
20190401/0045   -9.9
20190401/0115   -9.9
20190401/0145   -9.9
20190401/0215   -9.9
20190401/0245   -9.9
20190401/0315   -9.9
20190401/0345   -9.9
20190401/0415   -9.9
20190401/0445   -9.9
20190401/0515   -9.9
20190401/0545   -9.9
20190401/0615   -9.9
20190401/0645   -9.9
20190401/0715   -9.9
20190401/0745   -9.9
20190401/0815   -9.9
20190401/0845   -9.9
20190401/0915   -9.9
20190401/0945   -9.9
20190401/1015   -9.9
20190401/1045   -9.9
20190401/1115   -9.9
20190401/1145   -9.9
20190401/1215   -9.9
20190401/1245   -9.9
20190401/1315   -9.9
20190401/1345   -9.9
20190401/1415   -9.9
20190401/1445   -9.9
20190401/1515   -9.9
20190401/1545   -9.9
20190401/1615   -9.9
20190401/1645   -9.9
20190401/1715   -9.9
20190401/1745   -9.9
20190401/1815   -9.9
20190401/1845   -9.9
20190401/1915   -9.9
20190401/1945   -9.9
20190401/2015   -9.9
20190401/2045   -9.9
20190401/2115   -9.9
20190401/2145   -9.9
20190401/2215   -9.9
20190401/2245   -9.9
20190401/2315   -9.9
20190401/2345   -9.9
20190402/0015   -9.9
20190402/0045   -9.9
20190402/0115   -9.9
20190402/0145   -9.9
20190402/0215   -9.9
20190402/0245   -9.9
20190402/0315   -9.9
20190402/0345   -9.9
20190402/0415   -9.9
20190402/0445   -9.9
20190402/0515   -9.9
20190402/0545   -9.9
20190402/0615   -9.9
20190402/0645   -9.9
20190402/0715   -9.9
20190402/0745   -9.9
20190402/0815   -9.9
20190402/0845   -9.9
20190402/0915   -9.9
20190402/0945   -9.9
20190402/1015   -9.9
20190402/1045   -9.9
20190402/1115   -9.9
20190402/1145   -9.9
20190402/1215   -9.9
20190402/1245   -9.9
20190402/1315   -9.9
20190402/1345   -9.9
20190402/1415   -9.9
20190402/1445   -9.9
20190402/1515   -9.9
20190402/1545   -9.9
20190402/1615   -9.9
20190402/1645   -9.9
20190402/1715   -9.9
20190402/1745   -9.9
20190402/1815   -9.9
20190402/1845   -9.9
20190402/1915   -9.9
20190402/1945   -9.9
20190402/2015   -9.9
20190402/2045   -9.9
