PWVmidTim        PW
20190220/0115   2.1
20190220/0145   2.1
20190220/0215   2.3
20190220/0245   2.8
20190220/0315   2.9
20190220/0345   3.0
20190220/0415   2.6
20190220/0445   2.1
20190220/0515   2.5
20190220/0545   2.9
20190220/0615   3.0
20190220/0645   3.3
20190220/0715   3.1
20190220/0745   2.7
20190220/0815   2.8
20190220/0845   3.0
20190220/0915   2.4
20190220/0945   2.1
20190220/1015   2.6
20190220/1045   2.9
20190220/1115   3.1
20190220/1145   3.3
20190220/1215   3.6
20190220/1245   3.6
20190220/1315   3.0
20190220/1345   3.2
20190220/1415   3.5
20190220/1445   3.7
20190220/1515   3.8
20190220/1545   3.6
20190220/1615   3.3
20190220/1645   3.3
20190220/1715   3.4
20190220/1745   3.1
20190220/1815   3.3
20190220/1845   3.3
20190220/1915   3.3
20190220/1945   3.4
20190220/2015   3.8
20190220/2045   3.5
20190220/2115   3.1
20190220/2145   3.4
20190220/2215   3.5
20190220/2245   3.5
20190220/2315   3.9
20190220/2345   3.9
20190221/0015   3.6
20190221/0045   3.7
20190221/0115   3.7
20190221/0145   3.6
20190221/0215   3.6
20190221/0245   3.6
20190221/0315   3.8
20190221/0345   4.2
20190221/0415   3.8
20190221/0445   3.4
20190221/0515   3.6
20190221/0545   3.5
20190221/0615   3.8
20190221/0645   4.2
20190221/0715   3.7
20190221/0745   3.3
20190221/0815   3.5
20190221/0845   3.4
20190221/0915   2.9
20190221/0945   3.1
20190221/1015   3.3
20190221/1045   3.2
20190221/1115   3.2
20190221/1145   3.0
20190221/1215   3.2
20190221/1245   3.0
20190221/1315   2.6
20190221/1345   3.1
20190221/1415   3.1
20190221/1445   3.1
20190221/1515   3.4
20190221/1545   3.0
20190221/1615   2.7
20190221/1645   2.6
20190221/1715   2.7
20190221/1745   3.0
20190221/1815   3.2
20190221/1845   2.9
20190221/1915   2.8
20190221/1945   3.0
20190221/2015   3.3
20190221/2045   2.9
20190221/2115   2.7
20190221/2145   3.2
20190221/2215   3.3
20190221/2245   3.1
20190221/2315   3.2
20190221/2345   3.3
20190222/0015   2.9
20190222/0045   2.9
20190222/0115   2.9
20190222/0145   2.9
20190222/0215   2.8
20190222/0245   2.9
20190222/0315   3.1
20190222/0345   3.2
20190222/0415   2.9
20190222/0445   2.7
20190222/0515   3.0
20190222/0545   3.6
20190222/0615   3.7
20190222/0645   2.8
20190222/0715   2.5
20190222/0745   2.4
20190222/0815   2.6
20190222/0845   2.3
20190222/0915   1.9
20190222/0945   2.2
20190222/1015   2.3
20190222/1045   2.2
20190222/1115   2.2
20190222/1145   2.1
20190224/0015   4.7
20190224/0045   4.2
20190224/0115   4.1
20190224/0145   4.1
20190224/0215   4.0
20190224/0245   4.4
20190224/0315   4.4
20190224/0345   4.3
20190224/0415   4.4
20190224/0445   4.2
20190224/0515   4.4
20190224/0545   4.6
20190224/0615   4.5
20190224/0645   4.0
20190224/0715   4.2
20190224/0745   4.6
20190224/0815   4.7
20190224/0845   4.2
20190224/0915   3.6
20190224/0945   4.3
20190224/1015   5.0
20190224/1045   5.1
20190224/1115   5.0
20190224/1145   4.8
20190224/1215   4.7
20190224/1245   4.7
20190224/1315   4.7
20190224/1345   5.2
20190224/1415   5.3
20190224/1445   5.3
20190224/1515   5.5
20190224/1545   5.1
20190224/1615   5.0
20190224/1645   5.1
20190224/1715   5.4
20190224/1745   4.6
20190224/1815   4.2
20190224/1845   5.3
20190224/1915   5.6
20190224/1945   5.7
20190224/2015   5.6
20190224/2045   5.3
20190224/2115   5.7
20190224/2145   6.1
20190224/2215   6.2
20190224/2245   6.3
20190224/2315   6.6
20190224/2345   6.3
20190225/0015   6.3
20190225/0045   6.5
20190225/0115   6.5
20190225/0145   6.6
20190225/0215   6.8
20190225/0245   6.9
20190225/0315   6.7
20190225/0345   6.5
20190225/0415   6.6
20190225/0445   6.5
20190225/0515   6.5
20190225/0545   6.6
20190225/0615   6.2
20190225/0645   6.2
20190225/0715   7.0
20190225/0745   7.2
20190225/0815   7.4
20190225/0845   7.1
20190225/0915   6.7
20190225/0945   6.9
20190225/1015   7.4
20190225/1045   7.7
20190225/1115   7.4
20190225/1145   7.2
20190225/1215   7.2
20190225/1245   7.0
20190225/1315   6.6
20190225/1345   7.0
20190225/1415   7.2
20190225/1445   7.4
20190225/1515   7.6
20190225/1545   7.0
20190225/1615   6.9
20190225/1645   7.0
20190225/1715   7.0
20190225/1745   6.4
20190225/1815   6.7
20190225/1845   7.5
20190225/1915   7.3
20190225/1945   7.5
20190225/2015   7.4
20190225/2045   7.2
20190225/2115   7.6
20190225/2145   7.7
20190225/2215   7.7
20190225/2245   7.7
20190225/2315   7.8
20190225/2345   7.7
20190226/0015   7.6
20190226/0045   7.9
20190226/0115   8.0
20190226/0145   8.0
20190226/0215   8.0
20190226/0245   8.2
20190226/0315   8.1
20190226/0345   8.1
20190226/0415   8.4
20190226/0445   8.5
20190226/0515   8.6
20190226/0545   8.7
20190226/0615   8.5
20190226/0645   8.3
20190226/0715   8.7
20190226/0745   8.6
20190226/0815   8.5
20190226/0845   8.2
20190226/0915   8.3
20190226/0945   8.6
20190226/1015   8.5
20190226/1045   8.5
20190226/1115   8.3
20190226/1145   8.1
20190226/1215   8.2
20190226/1245   7.9
20190226/1315   7.7
20190226/1345   8.1
20190226/1415   8.0
20190226/1445   8.0
20190226/1515   8.1
20190226/1545   7.8
20190226/1615   7.8
20190226/1645   7.7
20190226/1715   7.7
20190226/1745   7.2
20190226/1815   7.0
20190226/1845   7.9
20190226/1915   8.1
20190226/1945   8.1
20190226/2015   7.9
20190226/2045   7.9
20190226/2115   8.2
20190226/2145   8.2
20190226/2215   8.0
20190226/2245   8.3
20190226/2315   8.4
20190226/2345   8.0
20190227/0015   8.2
20190227/0045   8.5
20190227/0115   8.6
20190227/0145   8.8
20190227/0215   8.6
20190227/0245   8.5
20190227/0315   8.5
20190227/0345   8.7
20190227/0415   9.1
20190227/0445   9.1
20190227/0515   9.0
20190227/0545   9.1
20190227/0615   8.8
20190227/0645   8.6
20190227/0715   9.0
20190227/0745   9.1
20190227/0815   9.2
20190227/0845   9.0
20190227/0915   9.0
20190227/0945   9.3
20190227/1015   9.2
20190227/1045   9.1
20190227/1115   8.9
20190227/1145   8.5
20190227/1215   8.6
20190227/1245   8.6
20190227/1315   8.9
20190227/1345   9.3
20190227/1415   9.2
20190227/1445   9.1
20190227/1515   9.1
20190227/1545   9.2
20190227/1615   9.0
20190227/1645   9.0
20190227/1715   9.4
20190227/1745   9.9
20190227/1815   9.5
20190227/1845   9.3
20190227/1915   9.1
20190227/1945   9.1
20190227/2015   9.1
20190227/2045   8.6
20190227/2115   8.7
20190227/2145   9.0
20190227/2215   8.8
20190227/2245   8.2
20190227/2315   7.7
20190227/2345   6.8
20190227/0015   8.2
20190227/0045   8.5
20190227/0115   8.6
20190227/0145   8.8
20190227/0215   8.6
20190227/0245   8.5
20190227/0315   8.5
20190227/0345   8.7
20190227/0415   9.1
20190227/0445   9.1
20190227/0515   9.0
20190227/0545   9.1
20190227/0615   8.8
20190227/0645   8.6
20190227/0715   9.0
20190227/0745   9.1
20190227/0815   9.2
20190227/0845   9.0
20190227/0915   9.0
20190227/0945   9.3
20190227/1015   9.2
20190227/1045   9.1
20190227/1115   8.9
20190227/1145   8.5
20190227/1215   8.6
20190227/1245   8.6
20190227/1315   8.9
20190227/1345   9.3
20190227/1415   9.2
20190227/1445   9.1
20190227/1515   9.1
20190227/1545   9.2
20190227/1615   9.0
20190227/1645   9.0
20190227/1715   9.4
20190227/1745   9.9
20190227/1815   9.5
20190227/1845   9.3
20190227/1915   9.1
20190227/1945   9.1
20190227/2015   9.1
20190227/2045   8.6
20190227/2115   8.7
20190227/2145   9.0
20190227/2215   8.8
20190227/2245   8.2
20190227/2315   7.7
20190227/2345   6.8
20190228/0015   6.2
20190228/0045   6.1
20190228/0115   6.3
20190228/0145   5.5
20190228/0215   4.7
20190228/0245   5.6
20190228/0315   6.3
20190228/0345   6.6
20190228/0415   6.7
20190228/0445   6.8
20190228/0515   7.1
20190228/0545   7.7
20190228/0615   7.7
20190228/0645   7.4
20190228/0715   7.5
20190228/0745   6.8
20190228/0815   6.5
20190228/0845   6.7
20190228/0915   7.4
20190228/0945   8.0
20190228/1015   7.8
20190228/1045   8.0
20190228/1115   8.1
20190228/1145   8.5
20190228/1215   9.0
20190228/1245   8.4
20190228/1315   8.1
20190228/1345   8.4
20190228/1415   8.2
20190228/1445   8.2
20190228/1515   8.3
20190228/1545   8.1
20190228/1615   8.0
20190228/1645   8.0
20190228/1715   8.3
20190228/1745   8.1
20190228/1815   7.6
20190228/1845   8.0
20190228/1915   8.2
20190228/1945   8.3
20190228/2015   8.1
20190228/2045   7.8
20190228/2115   7.6
20190228/2145   7.7
20190228/2215   7.8
20190228/2245   7.4
20190228/2315   6.3
20190228/2345   5.9
20190301/0015   6.4
20190301/0045   6.2
20190301/0115   6.3
20190301/0145   6.8
20190301/0215   6.7
20190301/0245   6.6
20190301/0315   6.1
20190301/0345   5.5
20190301/0415   5.0
20190301/0445   5.0
20190301/0515   4.9
20190301/0545   4.9
20190301/0615   4.6
20190301/0645   4.7
20190301/0715   5.3
20190301/0745   5.0
20190301/0815   4.4
20190301/0845   3.5
20190301/0915   3.5
20190301/0945   3.6
20190301/1015   3.5
20190301/1045   3.9
20190301/1115   3.6
20190301/1145   3.9
20190303/0015   3.0
20190303/0045   2.9
20190303/0115   3.0
20190303/0145   2.9
20190303/0215   2.8
20190303/0245   3.1
20190303/0315   3.5
20190303/0345   3.2
20190303/0415   3.1
20190303/0445   3.7
20190303/0515   3.4
20190303/0545   3.7
20190303/0615   3.8
20190303/0645   3.5
20190303/0715   3.5
20190303/0745   3.7
20190303/0815   3.5
20190303/0845   3.0
20190303/0915   3.3
20190303/0945   3.7
20190303/1015   3.8
20190303/1045   3.8
20190303/1115   3.2
20190303/1145   3.5
20190303/1215   3.5
20190303/1245   2.8
20190303/1315   3.4
20190303/1345   3.7
20190303/1415   3.7
20190303/1445   3.6
20190303/1515   3.2
20190303/1545   3.1
20190303/1615   3.1
20190303/1645   3.1
20190303/1715   2.9
20190303/1745   2.7
20190303/1815   3.2
20190303/1845   3.3
20190303/1915   3.5
20190303/1945   3.0
20190303/2015   2.8
20190303/2045   3.1
20190303/2115   3.2
20190303/2145   3.1
20190303/2215   2.8
20190303/2245   2.8
20190303/2315   2.2
20190303/2345   2.3
20190304/0015   3.2
20190304/0045   3.1
20190304/0115   2.9
20190304/0145   3.0
20190304/0215   2.9
20190304/0245   2.9
20190304/0315   3.1
20190304/0345   2.9
20190304/0415   2.8
20190304/0445   3.2
20190304/0515   3.1
20190304/0545   3.4
20190304/0615   3.3
20190304/0645   2.8
20190304/0715   2.9
20190304/0745   3.1
20190304/0815   2.9
20190304/0845   2.5
20190304/0915   2.7
20190304/0945   2.9
20190304/1015   3.0
20190304/1045   2.9
20190304/1115   2.4
20190304/1145   2.7
20190304/1215   2.6
20190304/1245   2.1
20190304/1315   2.7
20190304/1345   2.9
20190304/1415   3.1
20190304/1445   3.2
20190304/1515   2.7
20190304/1545   2.6
20190304/1615   2.6
20190304/1645   2.7
20190304/1715   2.2
20190304/1745   2.1
20190304/1815   2.7
20190304/1845   2.7
20190304/1915   3.1
20190304/1945   2.8
20190304/2015   2.4
20190304/2045   2.6
20190304/2115   2.6
20190304/2145   2.7
20190304/2215   2.5
20190304/2245   2.5
20190304/2315   2.2
20190304/2345   2.3
20190305/0015   2.9
20190305/0045   2.8
20190305/0115   2.9
20190305/0145   3.0
20190305/0215   3.1
20190305/0245   3.2
20190305/0315   3.2
20190305/0345   2.9
20190305/0415   2.9
20190305/0445   2.9
20190305/0515   3.1
20190305/0545   3.3
20190305/0615   3.0
20190305/0645   2.9
20190305/0715   3.0
20190305/0745   3.1
20190305/0815   2.6
20190305/0845   2.0
20190305/0915   2.2
20190305/0945   2.3
20190305/1015   2.5
20190305/1045   2.2
20190305/1115   2.0
20190305/1145   2.2
20190305/1215   2.3
20190305/1245   2.2
20190305/1315   2.8
20190305/1345   3.1
20190305/1415   3.3
20190305/1445   3.3
20190305/1515   2.9
20190305/1545   3.1
20190305/1615   3.2
20190305/1645   3.3
20190305/1715   3.0
20190305/1745   3.1
20190305/1815   4.0
20190305/1845   4.4
20190305/1915   4.6
20190305/1945   4.4
20190305/2015   4.4
20190305/2045   4.7
20190305/2115   4.8
20190305/2145   5.0
20190305/2215   5.3
20190305/2245   5.5
20190305/2315   5.3
20190305/2345   5.8
20190306/0015   6.6
20190306/0045   7.0
20190306/0115   7.4
20190306/0145   7.6
20190306/0215   8.1
20190306/0245   8.3
20190306/0315   8.4
20190306/0345   8.7
20190306/0415   8.9
20190306/0445   9.0
20190306/0515   9.1
20190306/0545   9.6
20190306/0615   9.3
20190306/0645   9.1
20190306/0715   9.2
20190306/0745   9.6
20190306/0815   9.4
20190306/0845   9.2
20190306/0915   9.6
20190306/0945   9.5
20190306/1015   9.0
20190306/1045   8.5
20190306/1115   7.9
20190306/1145   7.9
20190306/1215   8.0
20190306/1245   7.3
20190306/1315   7.4
20190306/1345   8.0
20190306/1415   8.4
20190306/1445   8.2
20190306/1515   7.1
20190306/1545   6.9
20190306/1615   7.0
20190306/1645   7.1
20190306/1715   7.3
20190306/1745   8.1
20190306/1815   8.9
20190306/1845   8.8
20190306/1915   9.1
20190306/1945   9.0
20190306/2015   8.9
20190306/2045   9.3
20190306/2115   9.3
20190306/2145   9.4
20190306/2215   9.6
20190306/2245   9.6
20190306/2315   9.0
20190306/2345   9.1
20190307/0015   9.6
20190307/0045   9.6
20190307/0115   9.5
20190307/0145   8.6
20190307/0215   8.6
20190307/0245   9.4
20190307/0315   8.7
20190307/0345   8.3
20190307/0415   8.9
20190307/0445   8.8
20190307/0515   8.7
20190307/0545   8.5
20190307/0615   8.3
20190307/0645   8.2
20190307/0715   7.9
20190307/0745   7.9
20190307/0815   8.1
20190307/0845   8.4
20190307/0915   8.4
20190307/0945   7.9
20190307/1015   7.4
20190307/1045   7.4
20190307/1115   7.7
20190307/1145   7.4
20190307/1215   7.0
20190307/1245   7.1
20190307/1315   7.2
20190307/1345   7.9
20190307/1415   8.9
20190307/1445   8.8
20190307/1515   9.3
20190307/1545   9.0
20190307/1615   7.4
20190307/1645   7.6
20190307/1715   7.7
20190307/1745   7.3
20190307/1815   7.3
20190307/1845   7.3
20190307/1915   7.2
20190307/1945   7.1
20190307/2015   6.6
20190307/2045   6.3
20190307/2115   6.5
20190307/2145   6.2
20190307/2215   6.3
20190307/2245   6.3
20190307/2315   6.2
20190307/2345   6.3
20190308/0015   6.2
20190308/0045   6.2
20190308/0115   5.7
20190308/0145   5.5
20190308/0215   5.9
20190308/0245   5.9
20190308/0315   5.8
20190308/0345   5.6
20190308/0415   6.0
20190308/0445   6.4
20190308/0515   6.5
20190308/0545   6.6
20190308/0615   6.7
20190308/0645   6.7
20190308/0715   6.7
20190308/0745   6.6
20190308/0815   6.3
20190308/0845   6.5
20190308/0915   6.7
20190308/0945   6.4
20190308/1015   6.3
20190308/1045   6.2
20190308/1115   6.7
20190308/1145   6.9
20190308/1215   5.9
20190308/1245   5.7
20190308/1315   5.5
20190308/1345   5.7
20190308/1415   5.8
20190308/1445   4.7
20190308/1515   3.8
20190308/1545   4.6
20190308/1615   5.8
20190308/1645   6.0
20190308/1715   6.0
20190308/1745   6.0
20190308/1815   6.1
20190308/1845   6.3
20190308/1915   6.5
20190308/1945   6.5
20190308/2015   6.6
20190308/2045   6.7
20190308/2115   6.7
20190308/2145   6.5
20190308/2215   6.4
20190308/2245   6.1
20190308/2315   6.2
20190308/2345   6.7
20190309/0015   6.9
20190309/0045   7.0
20190309/0115   6.5
20190309/0145   6.8
20190309/0215   6.8
20190309/0245   6.3
20190309/0315   5.9
20190309/0345   5.4
20190309/0415   6.1
20190309/0445   6.6
20190309/0515   5.8
20190309/0545   5.0
20190309/0615   4.9
20190309/0645   4.3
20190309/0715   4.2
20190309/0745   4.1
20190309/0815   3.3
20190309/0845   3.2
20190309/0915   3.3
20190309/0945   3.0
20190309/1015   2.8
20190309/1045   2.7
20190309/1115   3.4
20190309/1145   3.4
20190309/1215   2.9
20190309/1245   3.1
20190309/1315   3.2
20190309/1345   3.4
20190309/1415   3.8
20190309/1445   3.6
20190309/1515   3.3
20190309/1545   3.4
20190309/1615   3.2
20190309/1645   3.6
20190309/1715   3.7
20190309/1745   3.5
20190309/1815   3.2
20190309/1845   3.4
20190309/1915   3.4
20190309/1945   3.1
20190309/2015   3.1
20190309/2045   3.4
20190309/2115   3.3
20190309/2145   3.1
20190309/2215   3.2
20190309/2245   3.1
20190309/2315   3.3
20190309/2345   3.5
20190310/0015   3.3
20190310/0045   3.5
20190310/0115   3.3
20190310/0145   3.3
20190310/0215   3.7
20190310/0245   3.9
20190310/0315   3.8
20190310/0345   3.4
20190310/0415   3.5
20190310/0445   3.5
20190310/0515   4.0
20190310/0545   4.3
20190310/0615   4.1
20190310/0645   4.3
20190310/0715   4.5
20190310/0745   4.3
20190310/0815   3.7
20190310/0845   3.9
20190310/0915   4.3
20190310/0945   4.2
20190310/1015   3.9
20190310/1045   3.8
20190310/1115   4.5
20190310/1145   4.6
20190310/1215   3.7
20190310/1245   3.5
20190310/1315   3.6
20190310/1345   4.2
20190310/1415   4.3
20190310/1445   3.0
20190310/1515   2.7
20190310/1545   3.4
20190310/1615   3.7
20190310/1645   3.4
20190310/1715   3.1
20190310/1745   3.2
20190310/1815   3.3
20190310/1845   3.5
20190310/1915   3.3
20190310/1945   3.1
20190310/2015   3.1
20190310/2045   3.2
20190310/2115   3.3
20190310/2145   2.8
20190310/2215   2.7
20190310/2245   2.1
20190310/2315   2.1
20190310/2345   2.6
20190311/0015   2.3
20190311/0045   2.4
20190311/0115   1.9
20190311/0145   2.1
20190311/0215   2.6
20190311/0245   2.6
20190311/0315   2.7
20190311/0345   2.7
20190311/0415   2.7
20190311/0445   2.2
20190311/0515   2.9
20190311/0545   3.1
20190311/0615   2.5
20190311/0645   2.9
20190311/0715   3.0
20190311/0745   2.5
20190311/0815   2.4
20190311/0845   2.7
20190311/0915   2.8
20190311/0945   2.8
20190311/1015   2.8
20190311/1045   2.7
20190311/1115   3.2
20190311/1145   3.0
20190311/1215   2.0
20190311/1245   2.4
20190311/1315   2.8
20190311/1345   2.6
20190311/1415   2.5
20190311/1445   2.2
20190311/1515   2.1
20190311/1545   2.3
20190311/1615   2.1
20190311/1645   1.8
20190311/1715   2.0
20190311/1745   2.3
20190311/1815   2.5
20190311/1845   3.0
20190311/1915   2.7
20190311/1945   2.6
20190311/2015   2.9
20190311/2045   3.1
20190311/2115   3.5
20190311/2145   3.3
20190311/2215   3.5
20190311/2245   3.3
20190311/2315   3.2
20190311/2345   3.6
20190312/0015   4.0
20190312/0045   4.2
20190312/0115   3.6
20190312/0145   3.7
20190312/0215   4.2
20190312/0245   3.9
20190312/0315   3.8
20190312/0345   3.8
20190312/0415   4.2
20190312/0445   4.1
20190312/0515   4.2
20190312/0545   3.8
20190312/0615   3.3
20190312/0645   3.8
20190312/0715   3.9
20190312/0745   3.5
20190312/0815   3.5
20190312/0845   3.7
20190312/0915   3.5
20190312/0945   3.6
20190312/1015   3.6
20190312/1045   3.3
20190312/1115   3.4
20190312/1145   3.2
20190312/1215   2.8
20190312/1245   3.2
20190312/1315   3.1
20190312/1345   3.2
20190312/1415   3.4
20190312/1445   3.1
20190312/1515   2.9
20190312/1545   3.0
20190312/1615   2.9
20190312/1645   2.9
20190312/1715   2.8
20190312/1745   2.7
20190312/1815   2.6
20190312/1845   3.0
20190312/1915   2.9
20190312/1945   2.4
20190312/2015   2.5
20190312/2045   2.8
20190312/2115   2.7
20190312/2145   2.7
20190312/2215   3.0
20190312/2245   2.4
20190312/2315   2.5
20190312/2345   3.1
20190313/0015   3.5
20190313/0045   3.6
20190313/0115   3.6
20190313/0145   4.3
20190313/0215   4.9
20190313/0245   4.7
20190313/0315   4.8
20190313/0345   4.8
20190313/0415   5.0
20190313/0445   5.7
20190313/0515   6.3
20190313/0545   6.2
20190313/0615   6.3
20190313/0645   6.6
20190313/0715   6.6
20190313/0745   6.5
20190313/0815   6.6
20190313/0845   6.6
20190313/0915   6.7
20190313/0945   6.8
20190313/1015   6.5
20190313/1045   6.6
20190313/1115   6.7
20190313/1145   5.9
20190313/1215   5.7
20190313/1245   6.1
20190313/1315   6.5
20190313/1345   7.2
20190313/1415   6.8
20190313/1445   6.1
20190313/1515   6.3
20190313/1545   6.3
20190313/1615   6.0
20190313/1645   5.8
20190313/1715   5.8
20190313/1745   5.9
20190313/1815   5.8
20190313/1845   5.9
20190313/1915   5.8
20190313/1945   5.8
20190313/2015   6.2
20190313/2045   6.0
20190313/2115   5.7
20190313/2145   5.5
20190313/2215   5.4
20190313/2245   5.2
20190313/2315   5.1
20190313/2345   5.6
20190314/0015   5.6
20190314/0045   5.1
20190314/0115   4.9
20190314/0145   5.2
20190314/0215   5.0
20190314/0245   4.5
20190314/0315   4.4
20190314/0345   4.4
20190314/0415   4.6
20190314/0445   4.9
20190314/0515   4.9
20190314/0545   4.5
20190314/0615   4.1
20190314/0645   4.3
20190314/0715   4.2
20190314/0745   3.9
20190314/0815   3.9
20190314/0845   3.9
20190314/0915   3.8
20190314/0945   3.8
20190314/1015   3.5
20190314/1045   3.6
20190314/1115   3.6
20190314/1145   3.2
20190314/1215   3.3
20190314/1245   3.5
20190314/1315   3.6
20190314/1345   3.7
20190314/1415   3.2
20190314/1445   2.5
20190314/1515   2.6
20190314/1545   3.0
20190314/1615   2.9
20190314/1645   2.6
20190314/1715   2.4
20190314/1745   2.5
20190314/1815   2.7
20190314/1845   3.1
20190314/1915   2.9
20190314/1945   2.7
20190314/2015   2.8
20190314/2045   2.6
20190314/2115   2.5
20190314/2145   2.7
20190314/2215   2.6
20190314/2245   2.4
20190314/2315   2.5
20190314/2345   2.8
20190315/0015   3.2
20190315/0045   3.0
20190315/0115   2.8
20190315/0145   3.2
20190315/0215   3.4
20190315/0245   3.2
20190315/0315   3.3
20190315/0345   3.6
20190315/0415   3.7
20190315/0445   3.7
20190315/0515   4.0
20190315/0545   3.8
20190315/0615   3.9
20190315/0645   4.3
20190315/0715   4.2
20190315/0745   4.1
20190315/0815   4.4
20190315/0845   4.4
20190315/0915   4.2
20190315/0945   4.4
20190315/1015   4.5
20190315/1045   4.7
20190315/1115   4.6
20190315/1145   4.0
20190315/1215   4.3
20190315/1245   4.8
20190315/1315   4.9
20190315/1345   5.2
20190315/1415   5.2
20190315/1445   4.9
20190315/1515   5.0
20190315/1545   5.1
20190315/1615   5.0
20190315/1645   4.9
20190315/1715   4.6
20190315/1745   4.6
20190315/1815   4.7
20190315/1845   4.8
20190315/1915   4.3
20190315/1945   4.0
20190315/2015   4.0
20190315/2045   4.0
20190315/2115   3.8
20190315/2145   3.8
20190315/2215   3.6
20190315/2245   3.4
20190315/2315   3.5
20190315/2345   3.6
20190316/0015   3.9
20190316/0045   3.5
20190316/0115   3.6
20190316/0145   3.8
20190316/0215   3.7
20190316/0245   3.7
20190316/0315   4.0
20190316/0345   4.4
20190316/0415   4.3
20190316/0445   4.6
20190316/0515   4.7
20190316/0545   4.3
20190316/0615   4.3
20190316/0645   4.5
20190316/0715   4.3
20190316/0745   4.1
20190316/0815   4.2
20190316/0845   4.4
20190316/0915   4.5
20190316/0945   4.7
20190316/1015   4.8
20190316/1045   5.0
20190316/1115   4.6
20190316/1145   4.1
20190316/1215   4.4
20190316/1245   4.6
20190316/1315   4.5
20190316/1345   4.7
20190316/1415   4.3
20190316/1445   4.0
20190316/1515   4.0
20190316/1545   3.7
20190316/1615   3.5
20190316/1645   3.5
20190316/1715   3.6
20190316/1745   3.8
20190316/1815   4.2
20190316/1845   4.1
20190316/1915   4.0
20190316/1945   4.0
20190316/2015   3.7
20190316/2045   3.7
20190316/2115   3.6
20190316/2145   3.9
20190316/2215   3.8
20190316/2245   3.6
20190316/2315   3.6
20190316/2345   3.5
20190317/0015   3.4
20190317/0045   3.1
20190317/0115   3.3
20190317/0145   3.7
20190317/0215   3.5
20190317/0245   3.2
20190317/0315   3.3
20190317/0345   3.4
20190317/0415   3.3
20190317/0445   3.3
20190317/0515   3.4
20190317/0545   3.3
20190317/0615   3.3
20190317/0645   3.2
20190317/0715   3.0
20190317/0745   2.8
20190317/0815   2.9
20190317/0845   3.0
20190317/0915   2.8
20190317/0945   2.7
20190317/1015   2.9
20190317/1045   3.3
20190317/1115   2.9
20190317/1145   2.3
20190317/1215   2.5
20190317/1245   2.6
20190317/1315   2.9
20190317/1345   3.1
20190317/1415   2.6
20190317/1445   2.5
20190317/1515   2.8
20190317/1545   2.6
20190317/1615   2.3
20190317/1645   2.3
20190317/1715   2.4
20190317/1745   2.4
20190317/1815   2.9
20190317/1845   2.7
20190317/1915   2.3
20190317/1945   2.6
20190317/2015   2.9
20190317/2045   3.0
20190317/2115   2.7
20190317/2145   3.0
20190317/2215   3.0
20190317/2245   2.8
20190317/2315   2.9
20190317/2345   2.9
20190318/0015   3.1
20190318/0045   2.9
20190318/0115   3.2
20190318/0145   4.1
20190318/0215   4.2
20190318/0245   3.7
20190318/0315   3.8
20190318/0345   3.9
20190318/0415   3.9
20190318/0445   4.0
20190318/0515   4.0
20190318/0545   3.9
20190318/0615   3.8
20190318/0645   3.9
20190318/0715   4.0
20190318/0745   4.7
20190318/0815   5.0
20190318/0845   4.7
20190318/0915   4.7
20190318/0945   4.6
20190318/1015   4.4
20190318/1045   4.4
20190318/1115   4.1
20190318/1145   3.9
20190318/1215   4.4
20190318/1245   4.4
20190318/1315   4.3
20190318/1345   4.1
20190318/1415   3.6
20190318/1445   3.4
20190318/1515   3.6
20190318/1545   3.5
20190318/1615   3.2
20190318/1645   3.4
20190318/1715   3.4
20190318/1745   3.1
20190318/1815   3.9
20190318/1845   3.6
20190318/1915   3.2
20190318/1945   3.4
20190318/2015   3.1
20190318/2045   3.1
20190318/2115   2.9
20190318/2145   3.0
20190318/2215   3.0
20190318/2245   3.1
20190318/2315   3.2
20190318/2345   3.1
20190319/0015   3.2
20190319/0045   3.3
20190319/0115   3.5
20190319/0145   3.9
20190319/0215   4.2
20190319/0245   4.0
20190319/0315   3.9
20190319/0345   3.9
20190319/0415   4.3
20190319/0445   4.4
20190319/0515   4.4
20190319/0545   4.4
20190319/0615   4.3
20190319/0645   4.6
20190319/0715   4.2
20190319/0745   4.4
20190319/0815   3.8
20190319/0845   3.2
20190319/0915   3.2
20190319/0945   3.0
20190319/1015   2.8
20190319/1045   2.4
20190319/1115   2.1
20190319/1145   1.9
20190319/1215   2.1
20190319/1245   2.3
20190319/1315   2.6
20190319/1345   2.1
20190319/1415   1.5
20190319/1445   1.5
20190319/1515   1.6
20190319/1545   1.6
20190319/1615   1.2
20190319/1645   1.4
20190319/1715   1.4
20190319/1745   1.1
20190319/1815   1.8
20190319/1845   1.6
20190319/1915   1.3
20190319/1945   1.7
20190319/2015   1.6
20190319/2045   1.7
20190319/2115   1.5
20190319/2145   1.2
20190319/2215   1.3
20190319/2245   1.7
20190319/2315   1.5
20190319/2345   1.8
20190321/0015   3.4
20190321/0045   3.4
20190321/0115   3.6
20190321/0145   4.0
20190321/0215   3.8
20190321/0245   3.9
20190321/0315   4.2
20190321/0345   4.2
20190321/0415   4.1
20190321/0445   3.6
20190321/0515   3.4
20190321/0545   3.3
20190321/0615   3.4
20190321/0645   3.4
20190321/0715   3.3
20190321/0745   4.1
20190321/0815   4.1
20190321/0845   3.6
20190321/0915   3.3
20190321/0945   3.3
20190321/1015   3.4
20190321/1045   3.2
20190321/1115   3.2
20190321/1145   3.1
20190321/1215   2.6
