PWVmidTim        PW
20190617/0015   24.3
20190617/0045   23.5
20190617/0115   22.8
20190617/0145   23.1
20190617/0215   24.0
20190617/0245   22.9
20190617/0315   21.5
20190617/0345   20.9
20190617/0415   20.1
20190617/0445   19.8
20190617/0515   19.7
20190617/0545   19.4
20190617/0615   18.6
20190617/0645   18.6
20190617/0715   18.8
20190617/0745   18.7
20190617/0815   18.6
20190617/0845   18.0
20190617/0915   18.2
20190617/0945   18.1
20190617/1015   17.3
20190617/1045   17.6
20190617/1115   18.2
20190617/1145   17.1
20190617/1215   15.8
20190617/1245   15.7
20190617/1315   16.2
20190617/1345   16.7
20190617/1415   16.8
20190617/1445   16.2
20190617/1515   15.9
20190617/1545   15.7
20190617/1615   15.0
20190617/1645   14.9
20190617/1715   15.6
20190617/1745   15.6
20190617/1815   17.6
20190617/1845   19.6
20190617/1915   22.1
20190617/1945   21.7
20190617/2015   17.4
20190617/2045   16.7
20190617/2115   17.5
20190617/2145   18.9
20190617/2215   18.5
20190617/2245   18.1
20190617/2315   19.1
20190617/2345   19.9
20190618/0015   19.6
20190618/0045   17.2
20190618/0115   14.9
20190618/0145   14.4
20190618/0215   15.1
20190618/0245   14.6
20190618/0315   14.0
20190618/0345   14.3
20190618/0415   13.5
20190618/0445   13.2
20190618/0515   13.3
20190618/0545   12.3
20190618/0615   11.4
20190618/0645   12.0
20190618/0715   12.1
20190618/0745   11.9
20190618/0815   12.2
20190618/0845   11.2
20190618/0915   10.6
20190618/0945   10.9
20190618/1015   11.4
20190618/1045   11.7
20190618/1115   11.7
20190618/1145   11.4
20190618/1215   11.3
20190618/1245   11.3
20190618/1315   11.3
20190618/1345   12.1
20190618/1415   12.6
20190618/1445   11.9
20190618/1515   12.2
20190618/1545   12.8
20190618/1615   13.2
20190618/1645   15.1
20190618/1715   17.7
20190618/1745   18.4
20190618/1815   19.0
20190618/1845   18.5
20190618/1915   19.1
20190618/1945   20.5
20190618/2015   20.8
20190618/2045   22.6
20190618/2115   20.9
20190618/2145   19.0
20190618/2215   18.3
20190618/2245   18.1
20190618/2315   22.0
20190618/2345   24.2
20190619/0015   20.8
20190619/0045   18.4
20190619/0115   18.3
20190619/0145   18.9
20190619/0215   18.5
20190619/0245   15.9
20190619/0315   14.6
20190619/0345   14.6
20190619/0415   13.9
20190619/0445   13.8
20190619/0515   13.7
20190619/0545   12.6
20190619/0615   11.8
20190619/0645   11.5
20190619/0715   11.2
20190619/0745   11.4
20190619/0815   11.0
20190619/0845   10.2
20190619/0915   9.4
20190619/0945   9.2
20190619/1015   9.4
20190619/1045   9.2
20190619/1115   9.7
20190619/1145   9.5
20190619/1215   9.6
20190619/1245   9.2
20190619/1315   8.8
20190619/1345   8.7
20190619/1415   8.7
20190619/1445   9.3
20190619/1515   9.6
20190619/1545   9.7
20190619/1615   10.7
20190619/1645   11.5
20190619/1715   12.5
20190619/1745   13.2
20190619/1815   14.5
20190619/1845   16.3
20190619/1915   17.0
20190619/1945   18.2
20190619/2015   20.1
20190619/2045   20.4
20190619/2115   19.5
20190619/2145   19.5
20190619/2215   18.2
20190619/2245   17.3
20190619/2315   17.3
20190619/2345   16.6
20190620/0015   15.7
20190620/0045   16.1
20190620/0115   16.7
20190620/0145   16.1
20190620/0215   14.7
20190620/0245   14.7
20190620/0315   15.4
20190620/0345   16.0
20190620/0415   16.4
20190620/0445   16.9
20190620/0515   17.0
20190620/0545   16.4
20190620/0615   16.3
20190620/0645   15.9
20190620/0715   14.9
20190620/0745   13.8
20190620/0815   13.2
20190620/0845   13.8
20190620/0915   14.4
20190620/0945   15.5
20190620/1015   15.1
20190620/1045   14.0
20190620/1115   14.1
20190620/1145   13.3
20190622/0015   19.3
20190622/0045   17.8
20190622/0115   17.1
20190622/0145   17.0
20190622/0215   16.9
20190622/0245   17.4
20190622/0315   17.9
20190622/0345   17.6
20190622/0415   18.0
20190622/0445   17.8
20190622/0515   17.3
20190622/0545   17.2
20190622/0615   17.5
20190622/0645   17.7
20190622/0715   17.0
20190622/0745   16.7
20190622/0815   17.4
20190622/0845   17.5
20190622/0915   16.9
20190622/0945   17.2
20190622/1015   17.3
20190622/1045   17.8
20190622/1115   18.4
20190622/1145   19.7
20190622/1215   21.5
20190622/1245   22.4
20190622/1315   22.6
20190622/1345   21.5
20190622/1415   20.9
20190622/1445   21.0
20190622/1515   21.0
20190622/1545   20.8
20190622/1615   21.4
20190622/1645   22.5
20190622/1715   22.4
20190622/1745   22.3
20190622/1815   22.6
20190622/1845   22.9
20190622/1915   23.5
20190622/1945   24.0
20190622/2015   24.3
20190622/2045   24.8
20190622/2115   25.5
20190622/2145   25.2
20190622/2215   25.7
20190622/2245   26.0
20190622/2315   25.1
20190622/2345   24.4
20190623/0015   24.4
20190623/0045   24.5
20190623/0115   24.8
20190623/0145   24.9
20190623/0215   25.4
20190623/0245   25.4
20190623/0315   24.4
20190623/0345   23.9
20190623/0415   23.4
20190623/0445   22.9
20190623/0515   23.0
20190623/0545   22.8
20190623/0615   22.7
20190623/0645   22.8
20190623/0715   22.6
20190623/0745   22.7
20190623/0815   22.2
20190623/0845   21.7
20190623/0915   21.4
20190623/0945   20.9
20190623/1015   20.8
20190623/1045   21.8
20190623/1115   21.9
20190623/1145   21.1
20190623/1215   20.8
20190623/1245   20.8
20190623/1315   20.9
20190623/1345   20.8
20190623/1415   21.0
20190623/1445   21.3
20190623/1515   21.5
20190623/1545   21.8
20190623/1615   22.3
20190623/1645   22.4
20190623/1715   21.9
20190623/1745   22.2
20190623/1815   21.9
20190623/1845   22.0
20190623/1915   23.1
20190623/1945   24.3
20190623/2015   25.2
20190623/2045   24.2
20190623/2115   24.4
20190623/2145   25.6
20190623/2215   25.1
20190623/2245   23.6
20190623/2315   24.5
20190623/2345   24.7
20190624/0015   22.6
20190624/0045   22.0
20190624/0115   22.3
20190624/0145   22.4
20190624/0215   21.2
20190624/0245   20.2
20190624/0315   20.7
20190624/0345   21.5
20190624/0415   21.3
20190624/0445   21.5
20190624/0515   21.6
20190624/0545   21.1
20190624/0615   21.3
20190624/0645   21.9
20190624/0715   22.1
20190624/0745   21.7
20190624/0815   21.0
20190624/0845   20.1
20190624/0915   20.3
20190624/0945   21.1
20190624/1015   20.5
20190624/1045   19.7
20190624/1115   19.1
20190624/1145   18.2
20190624/1215   18.0
20190624/1245   17.8
20190624/1315   18.3
20190624/1345   19.0
20190624/1415   19.2
20190624/1445   19.6
20190624/1515   19.5
20190624/1545   18.7
20190624/1615   19.2
20190624/1645   19.6
20190624/1715   19.3
20190624/1745   19.5
20190624/1815   18.9
20190624/1845   18.5
20190624/1915   19.1
20190624/1945   19.3
20190624/2015   20.2
20190624/2045   21.0
20190624/2115   21.3
20190624/2145   20.5
20190624/2215   19.3
20190624/2245   18.9
20190624/2315   17.0
20190624/2345   15.6
20190625/0015   15.8
20190625/0045   16.2
20190625/0115   16.5
20190625/0145   16.4
20190625/0215   16.6
20190625/0245   16.6
20190625/0315   16.0
20190625/0345   15.7
20190625/0415   15.7
20190625/0445   15.6
20190625/0515   15.2
20190625/0545   14.9
20190625/0615   15.1
20190625/0645   14.4
20190625/0715   13.8
20190625/0745   14.4
20190625/0815   14.6
20190625/0845   14.3
20190625/0915   14.0
20190625/0945   13.8
20190625/1015   13.3
20190625/1045   13.5
20190625/1115   13.4
20190625/1145   12.7
20190625/1215   11.8
20190625/1245   11.4
20190625/1315   11.6
20190625/1345   12.1
20190625/1415   12.5
20190625/1445   13.1
20190625/1515   13.3
20190625/1545   13.3
20190625/1615   15.0
20190625/1645   15.2
20190625/1715   14.3
20190625/1745   16.3
20190625/1815   17.1
20190625/1845   17.5
20190625/1915   18.3
20190625/1945   18.6
20190625/2015   20.6
20190625/2045   21.8
20190625/2115   20.6
20190625/2145   19.0
20190625/2215   20.4
20190625/2245   21.6
20190625/2315   20.2
20190625/2345   20.5
20190626/0015   20.0
20190626/0045   18.4
20190626/0115   17.7
20190626/0145   16.6
20190626/0215   16.4
20190626/0245   16.3
20190626/0315   16.5
20190626/0345   17.1
20190626/0415   16.7
20190626/0445   16.6
20190626/0515   16.5
20190626/0545   16.2
20190626/0615   15.7
20190626/0645   15.1
20190626/0715   15.2
20190626/0745   15.8
20190626/0815   16.3
20190626/0845   16.2
20190626/0915   16.3
20190626/0945   16.1
20190626/1015   15.7
20190626/1045   16.3
20190626/1115   16.3
20190626/1145   15.8
20190626/1215   15.4
20190626/1245   14.6
20190626/1315   14.5
20190626/1345   14.4
20190626/1415   14.3
20190626/1445   14.4
20190626/1515   14.4
20190626/1545   14.4
20190626/1615   14.4
20190626/1645   14.3
20190626/1715   15.0
20190626/1745   16.8
20190626/1815   17.6
20190626/1845   17.7
20190626/1915   17.1
20190626/1945   16.7
20190626/2015   17.4
20190626/2045   17.4
20190626/2115   16.8
20190626/2145   16.3
20190626/2215   18.1
20190626/2245   18.9
20190626/2315   17.0
20190626/2345   16.4
20190627/0015   15.3
20190627/0045   15.1
20190627/0115   15.1
20190627/0145   14.8
20190627/0215   13.7
20190627/0245   12.1
20190627/0315   11.9
20190627/0345   12.2
20190627/0415   12.1
20190627/0445   12.0
20190627/0515   12.4
20190627/0545   12.8
20190627/0615   14.1
20190627/0645   14.5
20190627/0715   15.2
20190627/0745   16.0
20190627/0815   15.6
20190627/0845   14.9
20190627/0915   13.6
20190627/0945   13.7
20190627/1015   13.7
20190627/1045   13.2
20190627/1115   16.1
20190627/1145   17.6
20190627/1215   16.8
20190627/1245   18.5
20190627/1315   18.5
20190627/1345   18.4
20190627/1415   19.4
20190627/1445   19.6
20190627/1515   19.4
20190627/1545   17.7
20190627/1615   16.6
20190627/1645   17.2
20190627/1715   16.4
20190627/1745   15.7
20190627/1815   16.3
20190627/1845   16.7
20190627/1915   16.9
20190627/1945   16.4
20190627/2015   16.4
20190627/2045   16.9
20190627/2115   17.0
20190627/2145   17.2
20190627/2215   17.3
20190627/2245   15.8
20190627/2315   15.1
20190627/2345   15.6
20190628/0015   14.8
20190628/0045   14.3
20190628/0115   13.4
20190628/0145   11.8
20190628/0215   11.4
20190628/0245   11.7
20190628/0315   11.3
20190628/0345   11.1
20190628/0415   11.5
20190628/0445   12.7
20190628/0515   13.3
20190628/0545   13.9
20190628/0615   14.1
20190628/0645   13.9
20190628/0815   14.4
20190628/0845   14.5
20190628/0915   14.7
20190628/0945   14.9
20190628/1015   15.3
20190628/1045   15.6
20190628/1115   15.0
20190628/1145   14.8
20190628/1215   15.2
20190628/1245   15.2
20190628/1315   15.8
20190628/1345   15.6
20190628/1415   14.2
20190628/1445   14.1
20190628/1515   14.9
20190628/1545   15.0
20190628/1615   15.5
20190628/1645   15.2
20190628/1715   14.0
20190628/1745   14.5
20190628/1815   15.5
20190628/1845   15.7
20190628/1915   15.3
20190628/1945   15.6
20190628/2015   16.4
20190628/2045   17.1
20190628/2115   17.4
20190628/2145   16.4
20190628/2215   16.4
20190628/2245   16.8
20190628/2315   16.8
20190628/2345   16.3
20190629/0015   15.0
20190629/0045   14.1
20190629/0115   13.5
20190629/0145   12.3
20190629/0215   11.8
20190629/0245   13.1
20190629/0315   13.8
20190629/0345   13.2
20190629/0415   12.3
20190629/0445   12.6
20190629/0515   12.8
20190629/0545   13.2
20190629/0615   14.4
20190629/0645   14.4
20190629/0715   14.1
20190629/0745   14.0
20190629/0815   13.9
20190629/0845   14.0
20190629/0915   14.2
20190629/0945   13.7
20190629/1015   13.4
20190629/1045   13.9
20190629/1115   14.1
20190629/1145   14.0
20190629/1215   13.8
20190629/1245   14.7
20190629/1315   15.0
20190629/1345   14.8
20190629/1415   15.1
20190629/1445   15.4
20190629/1515   15.8
20190629/1545   16.8
20190629/1615   17.5
20190629/1645   17.2
20190629/1715   17.2
20190629/1745   17.7
20190629/1815   18.7
20190629/1845   18.7
20190629/1915   18.2
20190629/1945   18.7
20190629/2015   19.4
20190629/2045   20.3
20190629/2115   21.3
20190629/2145   21.4
20190629/2215   21.3
20190629/2245   21.3
20190629/2315   20.6
20190629/2345   19.0
20190630/0015   18.0
20190630/0045   18.0
20190630/0115   17.7
20190630/0145   16.5
20190630/0215   16.3
20190630/0245   16.8
20190630/0315   16.4
20190630/0345   14.7
20190630/0415   14.0
20190630/0445   14.8
20190630/0515   14.9
20190630/0545   15.1
20190630/0615   15.2
20190630/0645   14.9
20190630/0715   14.8
20190630/0745   14.5
20190630/0815   13.7
20190630/0845   13.3
20190630/0915   13.2
20190630/0945   13.4
20190630/1015   13.4
20190630/1045   12.9
20190630/1115   13.0
20190630/1145   13.0
20190630/1215   13.1
20190630/1245   13.0
20190630/1315   13.0
20190630/1345   12.6
20190630/1415   12.4
20190630/1445   12.1
20190630/1515   13.2
20190630/1545   14.1
20190630/1615   14.1
20190630/1645   14.2
20190630/1715   14.7
20190630/1745   16.2
20190630/1815   17.7
20190630/1845   18.1
20190630/1915   18.4
20190630/1945   19.5
20190630/2015   20.1
20190630/2045   19.0
20190630/2115   17.9
20190630/2145   18.5
20190630/2215   19.3
20190630/2245   19.0
20190630/2315   18.9
20190630/2345   19.0
20190701/0015   18.9
20190701/0045   19.0
20190701/0115   18.6
20190701/0145   17.8
20190701/0215   17.2
20190701/0245   17.6
20190701/0315   18.4
20190701/0345   17.9
20190701/0415   17.2
20190701/0445   17.5
20190701/0515   18.1
20190701/0545   18.5
20190701/0615   18.3
20190701/0645   18.2
20190701/0715   18.2
20190701/0745   17.8
20190701/0815   17.7
20190701/0845   17.9
20190701/0915   17.6
20190701/0945   17.3
20190701/1015   17.7
20190701/1045   17.7
20190701/1115   17.8
20190701/1145   18.4
20190701/1215   18.7
20190701/1245   18.3
20190701/1315   18.4
20190701/1345   19.1
20190701/1415   19.2
20190701/1445   18.8
20190701/1515   18.7
20190701/1545   19.1
20190701/1615   19.2
20190701/1645   19.4
20190701/1715   20.4
20190701/1745   21.0
20190701/1815   21.2
20190701/1845   21.6
20190701/1915   21.5
20190701/1945   21.3
20190701/2015   21.2
20190701/2045   21.0
20190701/2115   21.4
20190701/2145   21.8
20190701/2215   21.5
20190701/2245   20.6
20190701/2315   20.1
20190701/2345   19.7
20190702/0015   19.1
20190702/0045   19.4
20190702/0115   19.9
20190702/0145   20.3
20190702/0215   20.1
20190702/0245   19.7
20190702/0315   19.1
20190702/0345   19.5
20190702/0415   19.9
20190702/0445   18.8
20190702/0515   18.7
20190702/0545   19.7
20190702/0615   19.7
20190702/0645   19.3
20190702/0715   19.4
20190702/0745   19.4
20190702/0815   19.5
20190702/0845   19.9
20190702/0915   19.4
20190702/0945   19.0
20190702/1015   19.1
20190702/1045   18.8
20190702/1115   19.0
20190702/1145   19.0
20190702/1215   17.6
20190702/1245   17.5
20190702/1315   17.7
20190702/1345   17.2
20190702/1415   17.1
20190702/1445   17.4
20190702/1515   17.8
20190702/1545   19.0
20190702/1615   19.7
20190702/1645   19.5
20190702/1715   20.2
20190702/1745   20.8
20190702/1815   20.2
20190702/1845   19.3
20190702/1915   17.4
20190702/1945   17.6
20190702/2015   18.1
20190702/2045   16.9
20190702/2115   16.6
20190702/2145   16.1
20190702/2215   15.9
20190702/2245   15.3
20190702/2315   13.8
20190702/2345   13.1
20190703/0015   12.6
20190703/0045   12.2
20190703/0115   11.7
20190703/0145   11.1
20190703/0215   11.9
20190703/0245   12.9
20190703/0315   13.1
20190703/0345   12.4
20190703/0415   11.9
20190703/0445   11.6
20190703/0515   11.8
20190703/0545   12.7
20190703/0615   12.7
20190703/0645   12.4
20190703/0715   12.9
20190703/0745   12.9
20190703/0815   12.4
20190703/0845   12.7
20190703/0915   12.1
20190703/0945   11.4
20190703/1015   11.9
20190703/1045   11.8
20190703/1115   11.9
20190703/1145   11.8
20190703/1215   11.1
20190703/1245   11.1
20190703/1315   10.8
20190703/1345   10.5
20190703/1415   10.8
20190703/1445   11.7
20190703/1515   13.7
20190703/1545   15.9
20190703/1615   16.4
20190703/1645   16.1
20190703/1715   16.6
20190703/1745   17.9
20190703/1815   18.8
20190703/1845   18.4
20190703/1915   18.0
20190703/1945   18.4
20190703/2015   18.5
20190703/2045   18.7
20190703/2115   17.8
20190703/2145   17.1
20190703/2215   17.6
20190703/2245   16.7
20190703/2315   15.8
20190703/2345   14.7
20190704/0015   13.5
20190704/0045   12.9
20190704/0115   12.8
20190704/0145   11.9
20190704/0215   10.9
20190704/0245   9.9
20190704/0315   9.4
20190704/0345   9.9
20190704/0415   9.9
20190704/0445   9.8
20190704/0515   9.7
20190704/0545   9.5
20190704/0615   9.1
20190704/0645   8.9
20190704/0715   9.0
20190704/0745   8.7
20190704/0815   8.6
20190704/0845   8.3
20190704/0915   7.6
20190704/0945   7.3
20190704/1015   7.0
20190704/1045   6.3
20190704/1115   6.5
20190704/1145   6.9
20190704/1215   7.4
20190704/1245   7.8
20190704/1315   8.0
20190704/1345   8.5
20190704/1415   8.9
20190704/1445   9.5
20190704/1515   9.9
20190704/1545   10.7
20190704/1615   12.1
20190704/1645   12.7
20190704/1715   13.3
20190704/1745   14.9
20190704/1815   15.8
20190704/1845   15.7
20190704/1915   16.1
20190704/1945   15.9
20190704/2015   14.1
20190704/2045   13.5
20190704/2115   13.7
20190704/2145   15.7
20190704/2215   17.0
20190704/2245   15.6
20190704/2315   15.5
20190704/2345   14.0
20190705/0015   12.6
20190705/0045   12.8
20190705/0115   11.8
20190705/0145   9.8
20190705/0215   8.6
20190705/0245   8.5
20190705/0315   8.0
20190705/0345   7.2
20190705/0415   6.4
20190705/0445   6.9
20190705/0515   7.2
20190705/0545   6.6
20190705/0615   6.3
20190705/0645   6.1
20190705/0715   5.9
20190705/0745   5.1
20190705/0815   4.9
20190705/0845   5.4
20190705/0915   5.0
20190705/0945   4.5
20190705/1015   4.8
20190705/1045   4.4
20190705/1115   4.0
20190705/1145   4.0
20190705/1215   4.3
20190705/1245   5.4
20190705/1315   6.9
20190705/1345   7.5
20190705/1415   7.8
20190705/1445   8.5
20190705/1515   9.2
20190705/1545   9.7
20190705/1615   10.6
20190705/1645   11.0
20190705/1715   11.8
20190705/1745   13.0
20190705/1815   12.8
20190705/1845   12.9
20190705/1915   13.6
20190705/1945   14.9
20190705/2015   16.4
20190705/2045   17.5
20190705/2115   16.9
20190705/2145   17.8
20190705/2215   19.4
20190705/2245   17.9
20190705/2315   16.3
20190705/2345   14.5
20190706/0015   13.2
20190706/0045   13.5
20190706/0115   14.2
20190706/0145   14.2
20190706/0215   14.7
20190706/0245   15.9
20190706/0315   15.8
20190706/0345   16.2
20190706/0415   16.4
20190706/0445   15.1
20190706/0515   15.1
20190706/0545   15.8
20190706/0615   15.2
20190706/0645   15.6
20190706/0715   16.3
20190706/0745   15.9
20190706/0815   15.1
20190706/0845   14.8
20190706/0915   15.6
20190706/0945   15.2
20190706/1015   14.9
20190706/1045   13.9
20190706/1115   12.3
20190706/1145   12.6
20190706/1215   13.5
20190706/1245   13.2
20190706/1315   12.5
20190706/1345   12.3
20190706/1415   12.2
20190706/1445   13.0
20190706/1515   14.3
20190706/1545   15.6
20190706/1615   15.9
20190706/1645   16.0
20190706/1715   16.7
20190706/1745   17.1
20190706/1815   17.2
20190706/1845   16.5
20190706/1915   17.7
20190706/1945   19.2
20190706/2015   19.1
20190706/2045   18.9
20190706/2115   16.7
20190706/2145   17.2
20190706/2215   18.4
20190706/2245   16.1
20190706/2315   14.4
20190706/2345   13.7
20190707/0015   12.8
20190707/0045   11.1
20190707/0115   9.5
20190707/0145   8.7
20190707/0215   7.8
20190707/0245   7.1
20190707/0315   6.7
20190707/0345   6.8
20190707/0415   6.4
20190707/0545   7.4
20190707/0615   6.8
20190707/0645   7.0
20190707/0715   7.2
20190707/0745   7.1
20190707/0815   7.2
20190707/0845   7.5
20190707/0915   7.6
20190707/0945   8.4
20190707/1015   8.7
20190707/1045   8.6
20190707/1115   9.1
20190707/1145   9.2
20190707/1215   9.3
20190707/1245   9.7
20190707/1315   9.9
20190707/1345   9.2
20190707/1415   9.0
20190707/1445   9.5
20190707/1515   10.8
20190707/1545   12.0
20190707/1615   11.3
20190707/1645   11.5
20190707/1715   12.2
20190707/1745   13.0
20190707/1815   15.4
20190707/1845   16.1
20190707/1915   15.1
20190707/1945   16.0
20190707/2015   17.9
20190707/2045   18.4
20190707/2115   16.7
20190707/2145   14.8
20190707/2215   17.5
20190707/2245   19.9
20190707/2315   19.4
20190707/2345   17.8
20190708/0015   15.2
20190708/0045   15.7
20190708/0115   17.0
20190708/0145   16.7
20190708/0215   16.6
20190708/0245   16.9
20190708/0315   16.5
20190708/0345   15.8
20190708/0415   14.6
20190708/0445   14.3
20190708/0515   15.1
20190708/0545   15.3
20190708/0615   15.1
20190708/0645   15.6
20190708/0715   15.8
20190708/0745   15.5
20190708/0815   14.7
20190708/0845   14.1
20190708/0915   14.0
20190708/0945   14.2
20190708/1015   13.7
20190708/1045   13.1
20190708/1115   13.3
20190708/1145   13.3
20190708/1215   13.5
20190708/1245   13.7
20190708/1315   14.0
20190708/1345   14.3
20190708/1415   14.1
20190708/1445   14.3
20190708/1515   14.8
20190708/1545   14.6
20190708/1615   15.0
20190708/1645   15.8
20190708/1715   16.8
20190708/1745   19.1
20190708/1815   18.6
20190708/1845   18.3
20190708/1915   19.6
20190708/1945   19.6
20190708/2015   19.1
20190708/2045   17.8
20190708/2115   17.7
20190708/2145   20.7
20190708/2215   22.1
20190708/2245   20.8
20190708/2315   21.9
20190708/2345   20.9
20190709/0015   18.7
20190709/0045   18.9
20190709/0115   19.2
20190709/0145   18.9
20190709/0215   19.8
20190709/0245   20.4
20190709/0315   19.2
20190709/0345   17.6
20190709/0415   17.6
20190709/0445   18.0
20190709/0515   18.2
20190709/0545   18.1
20190709/0615   16.9
20190709/0645   16.0
20190709/0715   15.2
20190709/0745   15.1
20190709/0815   15.9
20190709/0845   16.2
20190709/0915   15.9
20190709/0945   15.8
20190709/1015   15.1
20190709/1045   15.2
20190709/1115   15.3
20190709/1145   15.0
20190709/1215   15.1
20190709/1245   14.5
20190709/1315   14.2
20190709/1345   14.9
20190709/1415   15.6
20190709/1445   15.8
20190709/1515   16.3
20190709/1545   16.7
20190709/1615   17.3
20190709/1645   18.6
20190709/1715   19.2
20190709/1745   20.0
20190709/1815   21.1
20190709/1845   20.4
20190709/1915   20.6
20190709/1945   22.2
20190709/2015   21.9
20190709/2045   21.0
20190709/2115   20.5
20190709/2145   20.2
20190709/2215   19.7
20190709/2245   20.5
20190709/2315   20.6
20190709/2345   20.0
20190710/0015   21.0
20190710/0045   20.2
20190710/0115   19.8
20190710/0145   20.0
20190710/0215   19.5
20190710/0245   19.6
20190710/0315   18.6
20190710/0345   18.5
20190710/0415   19.7
20190710/0445   19.4
20190710/0515   20.4
20190710/0545   20.5
20190710/0615   19.2
20190710/0645   19.4
20190710/0715   19.5
20190710/0745   20.1
20190710/0815   20.6
20190710/0845   20.6
20190710/0915   21.1
20190710/0945   21.6
20190710/1015   21.3
20190710/1045   21.7
20190710/1115   22.1
20190710/1145   22.3
20190710/1215   22.7
20190710/1245   22.1
20190710/1315   21.6
20190710/1345   21.5
20190710/1415   21.4
20190710/1445   21.1
20190710/1515   21.1
20190710/1545   21.0
20190710/1615   21.5
20190710/1645   21.7
20190710/1715   21.5
20190710/1745   21.6
20190710/1815   21.9
20190710/1845   21.4
20190710/1915   20.7
20190710/1945   21.6
20190710/2015   22.9
20190710/2045   23.5
20190710/2115   23.3
20190710/2145   22.8
20190710/2215   21.9
20190710/2245   20.8
20190710/2315   20.5
20190710/2345   20.2
20190711/0015   20.0
20190711/0045   19.4
20190711/0115   18.2
20190711/0145   17.9
20190711/0215   18.4
20190711/0245   18.3
20190711/0315   16.9
20190711/0345   16.4
20190711/0415   16.0
20190711/0445   15.4
20190711/0515   15.6
20190711/0545   16.0
20190711/0615   16.1
20190711/0645   16.1
20190711/0715   15.8
20190711/0745   15.9
20190711/0815   16.1
20190711/0845   16.9
20190711/0915   17.0
20190711/0945   16.2
20190711/1015   15.8
20190711/1045   15.7
20190711/1115   15.3
20190711/1145   15.1
20190711/1215   15.4
20190711/1245   15.1
20190711/1315   14.5
20190711/1345   14.9
20190711/1415   15.4
20190711/1445   15.8
20190711/1515   16.8
20190711/1545   16.9
20190711/1615   16.4
20190711/1645   17.2
20190711/1715   18.2
20190711/1745   19.7
20190711/1815   19.7
20190711/1845   20.0
20190711/1915   21.8
20190711/1945   21.1
20190711/2015   20.5
20190711/2045   20.0
20190711/2115   19.9
20190711/2145   20.8
20190711/2215   21.4
20190711/2245   21.5
20190711/2315   21.6
20190711/2345   22.2
20190712/0015   21.9
20190712/0045   20.0
20190712/0115   18.5
20190712/0145   18.9
20190712/0215   18.8
20190712/0245   17.9
20190712/0315   17.5
20190712/0345   16.9
20190712/0415   16.4
20190712/0445   16.6
20190712/0515   17.3
20190712/0545   17.8
20190712/0615   17.9
20190712/0645   18.1
20190712/0715   18.0
20190712/0745   17.6
20190712/0815   17.1
20190712/0845   17.0
20190712/0915   17.0
20190712/0945   17.0
20190712/1015   16.5
20190712/1045   16.1
20190712/1115   16.5
20190712/1145   16.5
20190712/1215   15.7
20190712/1245   14.7
20190712/1315   14.5
20190712/1345   14.2
20190712/1415   13.7
20190712/1445   13.5
20190712/1515   13.2
20190712/1545   12.4
20190712/1615   11.9
20190712/1645   11.9
20190712/1715   11.7
20190712/1745   12.4
20190712/1815   13.7
20190712/1845   16.6
20190712/1915   19.6
20190712/1945   20.8
20190712/2015   21.3
20190712/2045   19.2
20190712/2115   18.4
20190712/2145   20.8
20190712/2215   21.6
20190712/2245   20.5
20190712/2315   20.2
20190712/2345   21.8
20190713/0015   22.2
20190713/0045   20.7
20190713/0115   21.1
20190713/0145   21.8
20190713/0215   22.4
20190713/0245   22.7
20190713/0315   21.1
20190713/0345   20.0
20190713/0415   19.7
20190713/0445   19.9
20190713/0515   19.7
20190713/0545   19.0
20190713/0615   18.7
20190713/0645   18.7
20190713/0715   18.3
20190713/0745   18.3
20190713/0815   18.4
20190713/0845   18.4
20190713/0915   18.8
20190713/0945   19.7
20190713/1015   20.1
20190713/1045   20.5
20190713/1115   21.0
20190713/1145   21.2
20190713/1215   21.8
20190713/1245   21.7
20190713/1315   21.1
20190713/1345   20.6
20190713/1415   20.2
20190713/1445   20.8
20190713/1515   21.4
20190713/1545   21.5
20190713/1615   22.6
20190713/1645   23.1
20190713/1715   22.8
20190713/1745   22.2
20190713/1815   21.4
20190713/1845   21.9
20190713/1915   22.1
20190713/1945   22.5
20190713/2015   23.4
20190713/2045   22.5
20190713/2115   23.0
20190713/2145   24.8
20190713/2215   25.4
20190713/2245   24.5
20190713/2315   23.4
20190713/2345   23.4
20190714/0015   23.2
20190714/0045   22.5
20190714/0115   21.9
20190714/0145   23.0
20190714/0215   23.4
20190714/0245   22.2
20190714/0315   22.0
20190714/0345   22.4
20190714/0415   20.9
20190714/0445   19.6
20190714/0515   19.5
20190714/0545   19.3
20190714/0615   19.0
20190714/0645   18.5
20190714/0715   17.9
20190714/0745   17.7
20190714/0815   17.1
20190714/0845   17.2
20190714/0915   17.7
20190714/0945   17.3
20190714/1015   16.7
20190714/1045   16.3
20190714/1115   16.3
20190714/1145   16.1
20190714/1215   15.9
20190714/1245   15.8
20190714/1315   16.0
20190714/1345   15.4
20190714/1415   15.3
20190714/1445   16.7
20190714/1515   17.3
20190714/1545   17.2
20190714/1615   17.2
20190714/1645   16.9
20190714/1715   15.9
20190714/1745   15.8
20190714/1815   15.9
20190714/1845   16.0
20190714/1915   17.2
20190714/1945   18.2
20190714/2015   19.1
20190714/2045   19.6
20190714/2115   21.3
20190714/2145   21.6
20190714/2215   19.8
20190714/2245   18.9
20190714/2315   17.2
20190714/2345   15.8
20190715/0015   17.0
20190715/0045   16.1
20190715/0115   14.3
