PWVmidTim        PW
20190225/1515   38.1
20190225/1545   36.3
20190225/1615   35.8
20190225/1645   36.9
20190225/1715   38.7
20190225/1745   40.2
20190225/1815   39.6
20190225/1845   38.5
20190225/1915   38.9
20190225/1945   40.2
20190225/2015   40.0
20190225/2045   39.8
20190225/2115   38.3
20190225/2145   36.7
20190225/2215   36.9
20190225/2245   34.9
20190225/2315   33.6
20190225/2345   32.8
20190226/0015   32.3
20190226/0045   31.9
20190226/0115   30.4
20190226/0145   30.1
20190226/0215   31.3
20190226/0245   32.1
20190226/0315   33.0
20190226/0345   35.1
20190226/0415   36.7
20190226/0445   37.4
20190226/0515   37.4
20190226/0545   36.7
20190226/0615   38.0
20190226/0645   37.8
20190226/0715   36.4
20190226/0745   36.6
20190226/0815   36.0
20190226/0845   36.6
20190226/0915   35.6
20190226/0945   32.3
20190226/1015   27.4
20190226/1045   24.3
20190226/1115   23.6
20190226/1145   21.0
20190226/1215   20.2
20190226/1245   21.8
20190226/1315   23.2
20190226/1345   24.3
20190226/1415   24.7
20190226/1445   24.4
20190226/1515   25.5
20190226/1545   27.4
20190226/1615   27.1
20190226/1645   26.8
20190226/1715   27.8
20190226/1745   28.1
20190226/1815   27.9
20190226/1845   27.5
20190226/1915   28.3
20190226/1945   28.9
20190226/2015   28.6
20190226/2045   28.9
20190226/2115   29.5
20190226/2145   30.1
20190226/2215   29.4
20190226/2245   28.9
20190226/2315   29.2
20190226/2345   29.5
20190227/0015   30.1
20190227/0045   30.3
20190227/0115   30.0
20190227/0145   29.6
20190227/0215   29.6
20190227/0245   30.1
20190227/0315   29.4
20190227/0345   30.3
20190227/0415   30.9
20190227/0445   30.6
20190227/0515   30.6
20190227/0545   29.5
20190227/0615   29.8
20190227/0645   30.6
20190227/0715   30.1
20190227/0745   29.9
20190227/0815   30.2
20190227/0845   30.4
20190227/0915   30.8
20190227/0945   31.0
20190227/1015   30.8
20190227/1045   30.5
20190227/1115   31.3
20190227/1145   33.2
20190227/1215   32.6
20190227/1245   32.0
20190227/1315   31.7
20190227/1345   30.3
20190227/1415   30.2
20190227/1445   29.7
20190227/1515   29.3
20190227/1545   29.5
20190227/1615   30.1
20190227/1645   31.2
20190227/1715   31.4
20190227/1745   30.4
20190227/1815   30.2
20190227/1845   30.2
20190227/1915   29.8
20190227/1945   29.8
20190227/2015   30.7
20190227/2045   31.4
20190227/2115   31.1
20190227/2145   31.1
20190227/2215   31.7
20190227/2245   32.2
20190227/2315   32.6
20190227/2345   31.3
20190227/0015   30.1
20190227/0045   30.3
20190227/0115   30.0
20190227/0145   29.6
20190227/0215   29.6
20190227/0245   30.1
20190227/0315   29.4
20190227/0345   30.3
20190227/0415   30.9
20190227/0445   30.6
20190227/0515   30.6
20190227/0545   29.5
20190227/0615   29.8
20190227/0645   30.6
20190227/0715   30.1
20190227/0745   29.9
20190227/0815   30.2
20190227/0845   30.4
20190227/0915   30.8
20190227/0945   31.0
20190227/1015   30.8
20190227/1045   30.5
20190227/1115   31.3
20190227/1145   33.2
20190227/1215   32.6
20190227/1245   32.0
20190227/1315   31.7
20190227/1345   30.3
20190227/1415   30.2
20190227/1445   29.7
20190227/1515   29.3
20190227/1545   29.5
20190227/1615   30.1
20190227/1645   31.2
20190227/1715   31.4
20190227/1745   30.4
20190227/1815   30.2
20190227/1845   30.2
20190227/1915   29.8
20190227/1945   29.8
20190227/2015   30.7
20190227/2045   31.4
20190227/2115   31.1
20190227/2145   31.1
20190227/2215   31.7
20190227/2245   32.2
20190227/2315   32.6
20190227/2345   31.3
20190228/0015   29.8
20190228/0045   30.1
20190228/0115   30.5
20190228/0145   31.4
20190228/0215   31.0
20190228/0245   29.3
20190228/0315   30.0
20190228/0345   31.5
20190228/0415   32.8
20190228/0445   33.4
20190228/0515   32.6
20190228/0545   32.9
20190228/0615   33.0
20190228/0645   33.6
20190228/0715   33.6
20190228/0745   32.1
20190228/0815   30.8
20190228/0845   30.5
20190228/0915   30.5
20190228/0945   31.1
20190228/1015   31.7
20190228/1045   30.7
20190228/1115   31.3
20190228/1145   31.1
20190228/1215   31.3
20190228/1245   31.7
20190228/1315   31.3
20190228/1345   31.7
20190228/1415   31.3
20190228/1445   31.6
20190228/1515   32.7
20190228/1545   33.5
20190228/1615   32.9
20190228/1645   33.3
20190228/1715   33.6
20190228/1745   32.1
20190228/1815   30.4
20190228/1845   30.9
20190228/1915   33.6
20190228/1945   34.1
20190228/2015   32.1
20190228/2045   30.5
20190228/2115   29.4
20190228/2145   29.9
20190228/2215   29.3
20190228/2245   28.0
20190228/2315   28.6
20190228/2345   29.6
20190301/0015   29.4
20190301/0045   29.9
20190301/0115   29.9
20190301/0145   28.4
20190301/0215   27.7
20190301/0245   28.2
20190301/0315   27.8
20190301/0345   27.1
20190301/0415   26.6
20190301/0445   26.5
20190301/0515   27.2
20190301/0545   28.0
20190301/0615   28.4
20190301/0645   29.7
20190301/0715   31.1
20190301/0745   30.2
20190301/0815   29.0
20190301/0845   28.2
20190301/0915   27.3
20190301/0945   26.9
20190301/1015   27.3
20190301/1045   28.7
20190301/1115   28.8
20190301/1145   28.8
20190303/0015   39.1
20190303/0045   38.9
20190303/0115   39.7
20190303/0145   39.3
20190303/0215   38.7
20190303/0245   38.9
20190303/0315   39.1
20190303/0345   39.4
20190303/0415   39.1
20190303/0445   39.1
20190303/0515   38.6
20190303/0545   38.1
20190303/0615   38.2
20190303/0645   38.4
20190303/0715   38.6
20190303/0745   38.5
20190303/0815   38.8
20190303/0845   39.6
20190303/0915   38.6
20190303/0945   38.7
20190303/1015   40.5
20190303/1045   40.6
20190303/1115   40.5
20190303/1145   41.0
20190303/1215   42.1
20190303/1245   42.7
20190303/1315   44.3
20190303/1345   45.5
20190303/1415   44.8
20190303/1445   44.7
20190303/1515   46.4
20190303/1545   45.7
20190303/1615   44.9
20190303/1645   45.3
20190303/1715   45.2
20190303/1745   45.1
20190303/1815   45.8
20190303/1845   47.7
20190303/1915   47.0
20190303/1945   45.1
20190303/2015   44.3
20190303/2045   42.9
20190303/2115   42.6
20190303/2145   41.9
20190303/2215   40.3
20190303/2245   41.2
20190303/2315   42.1
20190303/2345   41.9
20190304/0015   40.9
20190304/0045   40.8
20190304/0115   40.0
20190304/0145   38.6
20190304/0215   37.7
20190304/0245   36.6
20190304/0315   36.6
20190304/0345   36.5
20190304/0415   36.0
20190304/0445   36.2
20190304/0515   36.2
20190304/0545   35.7
20190304/0615   36.2
20190304/0645   36.3
20190304/0715   36.7
20190304/0745   37.0
20190304/0815   36.8
20190304/0845   37.2
20190304/0915   38.1
20190304/0945   38.3
20190304/1015   38.2
20190304/1045   38.4
20190304/1115   38.3
20190304/1145   38.7
20190304/1215   38.4
20190304/1245   38.1
20190304/1315   38.4
20190304/1345   37.9
20190304/1415   37.8
20190304/1445   38.5
20190304/1515   39.0
20190304/1545   38.0
20190304/1615   38.0
20190304/1645   38.3
20190304/1715   38.8
20190304/1745   40.6
20190304/1815   41.8
20190304/1845   41.3
20190304/1915   40.7
20190304/1945   40.8
20190304/2015   41.2
20190304/2045   42.9
20190304/2115   42.3
20190304/2145   40.6
20190304/2215   39.8
20190304/2245   39.3
20190304/2315   39.2
20190304/2345   39.9
20190305/0015   39.7
20190305/0045   38.9
20190305/0115   38.3
20190305/0145   37.1
20190305/0215   37.3
20190305/0245   37.0
20190305/0315   36.1
20190305/0345   36.1
20190305/0415   35.6
20190305/0445   35.3
20190305/0515   35.5
20190305/0545   36.2
20190305/0615   37.1
20190305/0645   37.7
20190305/0715   37.7
20190305/0745   37.1
20190305/0815   36.9
20190305/0845   37.7
20190305/0915   38.3
20190305/0945   38.0
20190305/1015   38.1
20190305/1045   39.0
20190305/1115   38.6
20190305/1145   38.3
20190305/1215   38.0
20190305/1245   38.2
20190305/1315   38.8
20190305/1345   37.6
20190305/1415   38.4
20190305/1445   39.6
20190305/1515   38.3
20190305/1545   36.9
20190305/1615   36.8
20190305/1645   36.0
20190305/1715   34.2
20190305/1745   33.9
20190305/1815   35.8
20190305/1845   35.5
20190305/1915   34.7
20190305/1945   35.0
20190305/2015   35.0
20190305/2045   34.6
20190305/2115   34.6
20190305/2145   34.3
20190305/2215   33.6
20190305/2245   33.7
20190305/2315   33.2
20190305/2345   33.0
20190306/0015   33.4
20190306/0045   33.9
20190306/0115   33.6
20190306/0145   33.5
20190306/0215   34.1
20190306/0245   34.5
20190306/0315   34.4
20190306/0345   34.5
20190306/0415   35.0
20190306/0445   34.8
20190306/0515   34.2
20190306/0545   33.6
20190306/0615   33.5
20190306/0645   33.8
20190306/0715   33.8
20190306/0745   33.4
20190306/0815   33.7
20190306/0845   33.9
20190306/0915   34.3
20190306/0945   34.3
20190306/1015   35.0
20190306/1045   36.0
20190306/1115   35.4
20190306/1145   35.5
20190306/1215   35.8
20190306/1245   36.1
20190306/1315   35.9
20190306/1345   35.9
20190306/1415   36.9
20190306/1445   36.9
20190306/1515   36.6
20190306/1545   35.8
20190306/1615   35.4
20190306/1645   35.5
20190306/1715   34.9
20190306/1745   34.2
20190306/1815   34.0
20190306/1845   35.1
20190306/1915   38.4
20190306/1945   39.6
20190306/2015   37.9
20190306/2045   37.2
20190306/2115   37.3
20190306/2145   36.5
20190306/2215   36.0
20190306/2245   36.6
20190306/2315   36.5
20190306/2345   36.1
20190307/0015   36.4
20190307/0045   36.2
20190307/0115   35.2
20190307/0145   34.9
20190307/0215   34.7
20190307/0245   34.4
20190307/0315   34.3
20190307/0345   34.0
20190307/0415   34.3
20190307/0445   34.7
20190307/0515   34.4
20190307/0545   34.4
20190307/0615   34.8
20190307/0645   34.9
20190307/0715   34.8
20190307/0745   35.0
20190307/0815   35.8
20190307/0845   36.1
20190307/0915   36.5
20190307/0945   37.8
20190307/1015   38.9
20190307/1045   39.5
20190307/1115   40.1
20190307/1145   40.4
20190307/1215   39.7
20190307/1245   38.4
20190307/1315   38.0
20190307/1345   38.7
20190307/1415   39.4
20190307/1445   40.6
20190307/1515   40.3
20190307/1545   41.0
20190307/1615   42.5
20190307/1645   41.5
20190307/1715   40.4
20190307/1745   40.7
20190307/1815   41.3
20190307/1845   42.6
20190307/1915   43.3
20190307/1945   43.0
20190307/2015   41.6
20190307/2045   39.3
20190307/2115   39.0
20190307/2145   39.9
20190307/2215   39.5
20190307/2245   38.2
20190307/2315   37.8
20190307/2345   38.3
20190308/0015   38.0
20190308/0045   38.0
20190308/0115   39.1
20190308/0145   39.3
20190308/0215   38.6
20190308/0245   38.1
20190308/0315   38.7
20190308/0345   39.5
20190308/0415   40.2
20190308/0445   40.3
20190308/0515   40.3
20190308/0545   40.5
20190308/0615   40.3
20190308/0645   41.1
20190308/0715   41.4
20190308/0745   41.2
20190308/0815   41.1
20190308/0845   41.0
20190308/0915   42.6
20190308/0945   44.2
20190308/1015   43.8
20190308/1045   44.1
20190308/1115   44.3
20190308/1145   44.6
20190308/1215   45.9
20190308/1245   46.9
20190308/1315   47.0
20190308/1345   46.4
20190308/1415   45.5
20190308/1445   45.4
20190308/1515   46.0
20190308/1545   46.4
20190308/1615   46.7
20190308/1645   47.6
20190308/1715   47.0
20190308/1745   45.4
20190308/1815   45.7
20190308/1845   46.3
20190308/1915   45.3
20190308/1945   44.7
20190308/2015   44.4
20190308/2045   44.4
20190308/2115   44.2
20190308/2145   43.3
20190308/2215   42.6
20190308/2245   41.9
20190308/2315   40.7
20190308/2345   40.4
20190309/0015   40.2
20190309/0045   39.7
20190309/0115   39.3
20190309/0145   38.8
20190309/0215   38.8
20190309/0245   38.6
20190309/0315   39.3
20190309/0345   39.3
20190309/0415   39.7
20190309/0445   40.4
20190309/0515   41.3
20190309/0545   42.0
20190309/0615   41.2
20190309/0645   40.9
20190309/0715   40.6
20190309/0745   40.2
20190309/0815   39.4
20190309/0845   38.7
20190309/0915   39.0
20190309/0945   38.7
20190309/1015   37.9
20190309/1045   38.0
20190309/1115   38.5
20190309/1145   38.2
20190309/1215   37.9
20190309/1245   36.5
20190309/1315   35.1
20190309/1345   35.8
20190309/1415   36.3
20190309/1445   36.7
20190309/1515   37.8
20190309/1545   37.8
20190309/1615   37.2
20190309/1645   36.1
20190309/1715   36.1
20190309/1745   35.5
20190309/1815   34.9
20190309/1845   35.1
20190309/1915   33.9
20190309/1945   33.0
20190309/2015   32.9
20190309/2045   32.8
20190309/2115   32.8
20190309/2145   33.8
20190309/2215   35.1
20190309/2245   35.5
20190309/2315   35.5
20190309/2345   35.4
20190310/0015   35.6
20190310/0045   35.1
20190310/0115   34.5
20190310/0145   34.8
20190310/0215   34.9
20190310/0245   35.2
20190310/0315   35.1
20190310/0345   35.2
20190310/0415   35.2
20190310/0445   34.8
20190310/0515   34.7
20190310/0545   34.2
20190310/0615   34.9
20190310/0645   35.4
20190310/0715   34.2
20190310/0745   33.3
20190310/0815   33.3
20190310/0845   33.6
20190310/0915   33.5
20190310/0945   34.2
20190310/1015   35.2
20190310/1045   35.2
20190310/1115   35.9
20190310/1145   35.5
20190310/1215   34.4
20190310/1245   35.2
20190310/1315   37.1
20190310/1345   37.7
20190310/1415   37.7
20190310/1445   37.9
20190310/1515   38.0
20190310/1545   38.1
20190310/1615   38.2
20190310/1645   38.9
20190310/1715   38.5
20190310/1745   38.8
20190310/1815   39.9
20190310/1845   39.9
20190310/1915   40.1
20190310/1945   38.7
20190310/2015   38.1
20190310/2045   39.0
20190310/2115   39.8
20190310/2145   40.3
20190310/2215   40.7
20190310/2245   40.4
20190310/2315   39.4
20190310/2345   39.3
20190311/0015   38.7
20190311/0045   37.7
20190311/0115   37.5
20190311/0145   37.7
20190311/0215   38.0
20190311/0245   39.5
20190311/0315   40.3
20190311/0345   40.8
20190311/0415   41.6
20190311/0445   41.2
20190311/0515   41.0
20190311/0545   41.8
20190311/0615   42.8
20190311/0645   42.9
20190311/0715   42.1
20190311/0745   41.0
20190311/0815   40.3
20190311/0845   39.5
20190311/0915   38.6
20190311/0945   38.1
20190311/1015   37.6
20190311/1045   36.9
20190311/1115   37.8
20190311/1145   37.4
20190311/1215   36.5
20190311/1245   38.3
20190311/1315   38.5
20190311/1345   38.0
20190311/1415   38.2
20190311/1445   38.4
20190311/1515   38.8
20190311/1545   38.7
20190311/1615   39.6
20190311/1645   40.4
20190311/1715   39.8
20190311/1745   39.5
20190311/1815   40.6
20190311/1845   41.7
20190311/1915   42.4
20190311/1945   41.2
20190311/2015   39.2
20190311/2045   39.3
20190311/2115   39.7
20190311/2145   38.5
20190311/2215   39.1
20190311/2245   40.3
20190311/2315   40.8
20190311/2345   40.4
20190312/0015   39.9
20190312/0045   39.3
20190312/0115   38.7
20190312/0145   38.7
20190312/0215   38.0
20190312/0245   37.5
20190312/0315   36.8
20190312/0345   37.4
20190312/0415   38.2
20190312/0445   38.3
20190312/0515   37.6
20190312/0545   36.8
20190312/0615   37.1
20190312/0645   37.6
20190312/0715   37.7
20190312/0745   36.6
20190312/0815   36.0
20190312/0845   36.2
20190312/0915   35.5
20190312/0945   35.9
20190312/1015   36.4
20190312/1045   36.4
20190312/1115   36.8
20190312/1145   36.0
20190312/1215   35.9
20190312/1245   36.8
20190312/1315   37.6
20190312/1345   38.0
20190312/1415   39.5
20190312/1445   41.2
20190312/1515   41.9
20190312/1545   43.6
20190312/1615   44.7
20190312/1645   44.7
20190312/1715   43.4
20190312/1745   43.9
20190312/1815   47.9
20190312/1845   48.9
20190312/1915   46.6
20190312/1945   47.3
20190312/2015   47.4
20190312/2045   45.2
20190312/2115   46.2
20190312/2145   47.3
20190312/2215   48.0
20190312/2245   49.3
20190312/2315   49.1
20190312/2345   47.7
20190313/0015   46.3
20190313/0045   46.2
20190313/0115   46.4
20190313/0145   45.8
20190313/0215   45.0
20190313/0245   44.9
20190313/0315   44.1
20190313/0345   43.3
20190313/0415   42.6
20190313/0445   42.6
20190313/0515   42.8
20190313/0545   42.5
20190313/0615   42.6
20190313/0645   41.8
20190313/0715   40.7
20190313/0745   40.7
20190313/0815   41.0
20190313/0845   40.8
20190313/0915   40.9
20190313/0945   41.9
20190313/1015   42.5
20190313/1045   42.0
20190313/1115   42.2
20190313/1145   41.7
20190313/1215   41.2
20190313/1245   41.6
20190313/1315   41.6
20190313/1345   42.2
20190313/1415   42.7
20190313/1445   42.8
20190313/1515   43.2
20190313/1545   42.8
20190313/1615   43.5
20190313/1645   44.1
20190313/1715   43.3
20190313/1745   43.4
20190313/1815   43.6
20190313/1845   44.9
20190313/1915   47.0
20190313/1945   48.0
20190313/2015   47.7
20190313/2045   46.6
20190313/2115   46.7
20190313/2145   47.1
20190313/2215   46.9
20190313/2245   45.6
20190313/2315   44.3
20190313/2345   43.8
20190314/0015   43.8
20190314/0045   43.2
20190314/0115   41.4
20190314/0145   40.5
20190314/0215   39.6
20190314/0245   39.5
20190314/0315   39.5
20190314/0345   39.2
20190314/0415   39.7
20190314/0445   40.5
20190314/0515   40.1
20190314/0545   39.4
20190314/0615   38.6
20190314/0645   37.4
20190314/0715   36.9
20190314/0745   36.1
20190314/0815   36.2
20190314/0845   36.8
20190314/0915   35.7
20190314/0945   36.1
20190314/1015   35.5
20190314/1045   33.6
20190314/1115   32.9
20190314/1145   31.8
20190314/1215   30.9
20190314/1245   30.6
20190314/1315   31.2
20190314/1345   30.6
20190314/1415   30.5
20190314/1445   30.4
20190314/1515   30.8
20190314/1545   31.4
20190314/1615   32.1
20190314/1645   33.4
20190314/1715   32.5
20190314/1745   32.7
20190314/1815   33.4
20190314/1845   33.1
20190314/1915   33.4
20190314/1945   33.3
20190314/2015   33.2
20190314/2045   33.2
20190314/2115   32.4
20190314/2145   31.5
20190314/2215   30.9
20190314/2245   31.3
20190314/2315   32.4
20190314/2345   32.9
20190315/0015   33.0
20190315/0045   32.4
20190315/0115   31.6
20190315/0145   30.9
20190315/0215   29.5
20190315/0245   29.4
20190315/0315   29.4
20190315/0345   29.1
20190315/0415   30.4
20190315/0445   31.7
20190315/0515   32.6
20190315/0545   33.8
20190315/0615   34.9
20190315/0645   36.4
20190315/0715   36.0
20190315/0745   34.7
20190315/0815   35.9
20190315/0845   36.8
20190315/0915   36.1
20190315/0945   35.3
20190315/1015   35.2
20190315/1045   35.3
20190315/1115   35.3
20190315/1145   34.7
20190315/1215   35.1
20190315/1245   36.2
20190315/1315   37.0
20190315/1345   38.1
20190315/1415   39.7
20190315/1445   40.7
20190315/1515   41.0
20190315/1545   40.4
20190315/1615   42.3
20190315/1645   44.0
20190315/1715   43.7
20190315/1745   45.1
20190315/1815   43.8
20190315/1845   44.4
20190315/1915   47.3
20190315/1945   46.9
20190315/2015   46.7
20190315/2045   46.5
20190315/2115   46.8
20190315/2145   47.1
20190315/2215   47.2
20190315/2245   47.2
20190315/2315   46.6
20190315/2345   46.1
20190316/0015   45.3
20190316/0045   44.6
20190316/0115   44.3
20190316/0145   44.9
20190316/0215   45.5
20190316/0245   46.1
20190316/0315   45.8
20190316/0345   45.5
20190316/0415   46.1
20190316/0445   46.6
20190316/0515   47.0
20190316/0545   46.9
20190316/0615   46.4
20190316/0645   44.6
20190316/0715   43.5
20190316/0745   42.8
20190316/0815   41.6
20190316/0845   41.2
20190316/0915   40.2
20190316/0945   39.2
20190316/1015   38.6
20190316/1045   38.0
20190316/1115   37.7
20190316/1145   36.8
20190316/1215   36.3
20190316/1245   36.9
20190316/1315   37.2
20190316/1345   37.8
20190316/1415   38.9
20190316/1445   39.9
20190316/1515   40.1
20190316/1545   41.8
20190316/1615   41.8
20190316/1645   39.6
20190316/1715   39.5
20190316/1745   39.7
20190316/1815   39.5
20190316/1845   40.0
20190316/1915   41.5
20190316/1945   40.2
20190316/2015   37.5
20190316/2045   37.9
20190316/2115   38.7
20190316/2145   36.7
20190316/2215   35.6
20190316/2245   36.0
20190316/2315   36.1
20190316/2345   36.3
20190317/0015   36.2
20190317/0045   35.4
20190317/0115   34.9
20190317/0145   34.7
20190317/0215   34.7
20190317/0245   33.0
20190317/0315   29.7
20190317/0345   29.5
20190317/0415   30.6
20190317/0445   31.1
20190317/0515   31.7
20190317/0545   32.0
20190317/0615   32.2
20190317/0645   31.9
20190317/0715   32.5
20190317/0745   33.3
20190317/0815   34.2
20190317/0845   35.0
20190317/0915   34.4
20190317/0945   34.5
20190317/1015   34.5
20190317/1045   34.6
20190317/1115   35.0
20190317/1145   34.1
20190317/1215   34.4
20190317/1245   33.2
20190317/1315   32.6
20190317/1345   33.0
20190317/1415   33.2
20190317/1445   34.5
20190317/1515   34.8
20190317/1545   35.5
20190317/1615   35.8
20190317/1645   36.7
20190317/1715   36.4
20190317/1745   36.5
20190317/1815   36.8
20190317/1845   35.9
20190317/1915   36.1
20190317/1945   36.3
20190317/2015   37.2
20190317/2045   37.6
20190317/2115   36.2
20190317/2145   36.0
20190317/2215   36.0
20190317/2245   36.4
20190317/2315   36.1
20190317/2345   33.5
20190318/0015   32.1
20190318/0045   32.8
20190318/0115   32.2
20190318/0145   30.4
20190318/0215   30.2
20190318/0245   30.6
20190318/0315   31.9
20190318/0345   32.2
20190318/0415   31.4
20190318/0445   32.0
20190318/0515   32.7
20190318/0545   32.9
20190318/0615   33.6
20190318/0645   33.6
20190318/0715   33.2
20190318/0745   33.7
20190318/0815   33.1
20190318/0845   32.4
20190318/0915   33.3
20190318/0945   33.0
20190318/1015   32.3
20190318/1045   32.8
20190318/1115   32.9
20190318/1145   33.7
20190318/1215   36.3
20190318/1245   36.9
20190318/1315   34.7
20190318/1345   33.2
20190318/1415   33.3
20190318/1445   32.4
20190318/1515   31.7
20190318/1545   32.2
20190318/1615   31.4
20190318/1645   29.8
20190318/1715   29.5
20190318/1745   30.3
20190318/1815   30.3
20190318/1845   30.8
20190318/1915   30.2
20190318/1945   31.2
20190318/2015   32.3
20190318/2045   30.5
20190318/2115   29.8
20190318/2145   30.8
20190318/2215   32.6
20190318/2245   33.5
20190318/2315   32.9
20190318/2345   33.5
20190319/0015   33.9
20190319/0045   32.9
20190319/0115   32.2
20190319/0145   30.8
20190319/0215   30.0
20190319/0245   30.0
20190319/0315   30.3
20190319/0345   30.5
20190319/0415   31.4
20190319/0445   32.1
20190319/0515   32.1
20190319/0545   32.9
20190319/0615   33.1
20190319/0645   33.7
20190319/0715   34.1
20190319/0745   34.4
20190319/0815   35.1
20190319/0845   35.6
20190319/0915   36.5
20190319/0945   36.5
20190319/1015   36.1
20190319/1045   36.3
20190319/1115   35.7
20190319/1145   35.0
20190319/1215   35.6
20190319/1245   35.8
20190319/1315   36.0
20190319/1345   36.1
20190319/1415   36.7
20190319/1445   37.4
20190319/1515   37.7
20190319/1545   39.2
20190319/1615   39.9
20190319/1645   38.3
20190319/1715   37.8
20190319/1745   38.7
20190319/1815   38.6
20190319/1845   37.8
20190319/1915   36.8
20190319/1945   36.0
20190319/2015   36.0
20190319/2045   35.5
20190319/2115   34.2
20190319/2145   33.8
20190319/2215   34.0
20190319/2245   33.8
20190319/2315   33.2
20190319/2345   34.4
20190321/0015   39.3
20190321/0045   39.3
20190321/0115   39.3
20190321/0145   38.5
20190321/0215   37.6
20190321/0245   36.3
20190321/0315   35.3
20190321/0345   35.2
20190321/0415   35.3
20190321/0445   34.7
20190321/0515   34.7
20190321/0545   35.0
20190321/0615   35.0
20190321/0645   35.1
20190321/0715   35.2
20190321/0745   35.0
20190321/0815   34.7
20190321/0845   34.3
20190321/0915   34.3
20190321/0945   34.2
20190321/1015   33.6
20190321/1045   33.9
20190321/1115   33.6
20190321/1145   33.6
20190321/1215   33.8
20190321/1245   33.1
20190321/1315   33.5
20190321/1345   33.7
20190321/1415   33.5
20190321/1445   33.1
20190321/1515   33.1
20190321/1545   33.9
20190321/1615   34.8
20190321/1645   36.0
20190321/1715   36.1
20190321/1745   35.9
20190321/1815   35.6
20190321/1845   36.2
20190321/1915   36.3
20190321/1945   36.1
20190321/2015   36.8
20190321/2045   36.9
20190321/2115   35.9
20190321/2145   35.3
20190321/2215   34.4
20190321/2245   33.0
20190321/2315   32.2
20190321/2345   31.5
20190322/0015   30.7
20190322/0045   29.7
20190322/0115   28.3
20190322/0145   27.9
20190322/0215   28.1
20190322/0245   27.8
20190322/0315   27.5
20190322/0345   27.1
20190322/0415   28.4
20190322/0445   28.4
20190322/0515   27.9
20190322/0545   28.3
20190322/0615   28.8
20190322/0645   29.0
20190322/0715   27.3
20190322/0745   26.1
20190322/0815   26.0
20190322/0845   27.3
20190322/0915   29.2
20190322/0945   30.0
20190322/1015   29.9
20190322/1045   31.3
20190322/1115   33.0
20190322/1145   33.1
20190322/1215   32.9
20190322/1245   32.9
20190322/1315   33.4
20190322/1345   34.0
20190322/1415   34.9
20190322/1445   35.5
20190322/1515   36.0
20190322/1545   36.3
20190322/1615   36.9
20190322/1645   37.3
20190322/1715   37.3
20190322/1745   37.6
20190322/1815   38.1
20190322/1845   38.9
20190322/1915   39.0
20190322/1945   38.3
20190322/2015   37.7
20190322/2045   37.8
20190322/2115   38.0
20190322/2145   38.1
20190322/2215   38.2
20190322/2245   37.1
20190322/2315   37.9
20190322/2345   38.9
20190325/0015   23.5
20190325/0045   24.0
20190325/0115   24.1
20190325/0145   23.6
20190325/0215   23.5
20190325/0245   23.5
20190325/0315   24.0
20190325/0345   24.7
20190325/0415   25.1
20190325/0445   24.7
20190325/0515   24.3
20190325/0545   24.8
20190325/0615   25.0
20190325/0645   25.1
20190325/0715   23.7
20190325/0745   24.6
20190325/0815   26.0
20190325/0845   25.7
20190325/0915   25.6
20190325/0945   25.3
20190325/1015   25.5
20190325/1045   25.3
20190325/1115   25.1
20190325/1145   25.4
20190325/1215   25.7
20190325/1245   26.9
20190325/1315   28.1
20190325/1345   28.9
20190325/1415   29.4
20190325/1445   29.6
20190325/1515   29.5
20190325/1545   31.1
20190325/1615   31.9
20190325/1645   32.0
20190325/1715   33.9
20190325/1745   34.6
20190325/1815   34.1
20190325/1845   32.9
20190325/1915   31.9
20190325/1945   31.3
20190325/2015   31.4
20190325/2045   31.7
20190325/2115   30.5
20190325/2145   29.9
20190325/2215   30.0
20190325/2245   30.9
20190325/2315   32.0
20190325/2345   31.4
20190326/0015   30.8
20190326/0045   31.4
20190326/0115   31.8
20190326/0145   32.0
20190326/0215   31.6
20190326/0245   31.4
20190326/0315   32.2
20190326/0345   33.4
20190326/0415   32.9
20190326/0445   30.9
20190326/0515   29.5
20190326/0545   29.2
20190326/0615   28.4
20190326/0645   28.2
20190326/0715   28.5
20190326/0745   28.5
20190326/0815   27.6
20190326/0845   27.7
20190326/0915   29.1
20190326/0945   29.2
20190326/1015   29.2
20190326/1045   28.9
20190326/1115   28.7
20190326/1145   28.6
20190326/1215   28.1
20190326/1245   28.5
20190326/1315   28.7
20190326/1345   28.6
20190326/1415   28.9
20190326/1445   28.9
20190326/1515   28.7
20190326/1545   29.3
20190326/1615   29.9
20190326/1645   30.2
20190326/1715   31.0
20190326/1745   30.8
20190326/1815   30.4
20190326/1845   30.9
20190326/1915   30.5
20190326/1945   29.9
20190326/2015   29.5
20190326/2045   29.0
20190326/2115   29.5
20190326/2145   28.6
20190326/2215   27.1
20190326/2245   26.3
20190326/2315   26.5
20190326/2345   27.1
20190327/0015   27.3
20190327/0045   27.4
20190327/0115   27.6
20190327/0145   27.7
20190327/0215   27.0
20190327/0245   26.6
20190327/0315   26.1
20190327/0345   26.3
20190327/0415   26.9
20190327/0445   27.6
20190327/0515   28.3
20190327/0545   27.6
20190327/0615   26.8
20190327/0645   27.5
20190327/0715   29.8
20190327/0745   30.6
20190327/0815   30.6
20190327/0845   31.3
20190327/0915   31.7
20190327/0945   32.9
20190327/1015   34.2
20190327/1045   34.2
20190327/1115   35.4
20190327/1145   36.2
20190327/1215   36.7
20190327/1245   38.2
20190327/1315   39.1
20190327/1345   39.9
20190327/1415   41.1
